raw,cell,condition,id,time,spindle_pole_a_vel,spindle_pole_b_vel,dist_centre_pole_a,dist_centre_pole_b,centre_cell_x,centre_cell_y,pole_a_x,pole_a_y,,,,,,pole_b_x,pole_b_y,,,,,
2011.07.13_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,17,24,0.486132241,0.486132241,,,,,,,,,,,,,,,,,,
2011.07.13_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,17,27,0.400303496,0.400303496,,,,,,,,,,,,,,,,,,
2011.07.13_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,17,30,0.375415917,0.375415917,,,,,,,,,,,,,,,,,,
2011.07.13_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,17,33,0.796466711,0.796466711,,,,,,,,,,,,,,,,,,
2011.07.13_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,17,36,0.756333333,0.756333333,,,,,,,,,,,,,,,,,,
2011.07.13_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,17,39,0.287242252,0.287242252,,,,,,,,,,,,,,,,,,
2011.07.13_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,17,42,0.510115564,0.510115564,,,,,,,,,,,,,,,,,,
2011.07.13_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,17,45,0.716666667,0.716666667,,,,,,,,,,,,,,,,,,
2011.07.13_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,17,48,0.748107687,0.748107687,,,,,,,,,,,,,,,,,,
2011.07.13_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,17,51,0.30327417,0.30327417,,,,,,,,,,,,,,,,,,
2011.07.13_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,17,54,0.281428499,0.281428499,,,,,,,,,,,,,,,,,,
2011.07.13_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,17,57,0.08899563,0.08899563,,,,,,,,,,,,,,,,,,
2011.07.13_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,17,60,0.11266568,0.11266568,,,,,,,,,,,,,,,,,,
2011.07.13_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,17,63,0.360522152,0.360522152,,,,,,,,,,,,,,,,,,
2011.07.13_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,17,66,0.178140082,0.178140082,,,,,,,,,,,,,,,,,,
2011.07.13_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,17,69,0.11266568,0.11266568,,,,,,,,,,,,,,,,,,
2011.07.13_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,17,72,0.089144701,0.089144701,,,,,,,,,,,,,,,,,,
2011.07.13_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,17,75,0.056097138,0.056097138,,,,,,,,,,,,,,,,,,
2011.07.13_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,17,78,0.405895033,0.405895033,,,,,,,,,,,,,,,,,,
2011.07.13_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,17,81,0.25192812,0.25192812,,,,,,,,,,,,,,,,,,
2011.07.13_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,17,84,0.398333333,0.398333333,,,,,,,,,,,,,,,,,,
2011.07.13_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,17,87,0.225095782,0.225095782,,,,,,,,,,,,,,,,,,
2011.07.13_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,17,90,0.039666667,0.039666667,,,,,,,,,,,,,,,,,,
2011.07.13_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,17,93,0.342620619,0.342620619,,,,,,,,,,,,,,,,,,
2011.07.13_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,17,96,0.232037593,0.232037593,,,,,,,,,,,,,,,,,,
2011.07.13_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,17,99,0.056333333,0.056333333,,,,,,,,,,,,,,,,,,
2011.07.13_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,17,102,0.492347325,0.492347325,,,,,,,,,,,,,,,,,,
2011.07.13_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,17,105,0.565903506,0.565903506,,,,,,,,,,,,,,,,,,
2011.07.13_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,17,108,0.178140082,0.178140082,,,,,,,,,,,,,,,,,,
2011.07.13_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,17,111,0.873240835,0.873240835,,,,,,,,,,,,,,,,,,
2011.07.13_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,17,114,1.532343231,1.532343231,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-5,rap1_stlc,18,-15,,,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-5,rap1_stlc,18,-12,0.214354328,0.168998685,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-5,rap1_stlc,18,-9,0.267135629,0.398333333,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-5,rap1_stlc,18,-6,0.289830794,0.232323529,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-5,rap1_stlc,18,-3,0.30327417,0.177842002,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-5,rap1_stlc,18,0,0.806036738,0.479338549,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-5,rap1_stlc,18,3,0.946455904,0.955666667,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-5,rap1_stlc,18,6,0.178140082,0.439822692,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-5,rap1_stlc,18,9,0.199333333,0.199266711,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-5,rap1_stlc,18,12,0.836956391,0.772934164,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-5,rap1_stlc,18,15,0.367371746,0.32112597,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-5,rap1_stlc,18,18,0.570035574,0.519184189,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-5,rap1_stlc,18,21,0.541632614,0.517666667,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-5,rap1_stlc,18,24,0.531243091,0.602622509,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-5,rap1_stlc,18,27,0.667360472,0.517461539,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-5,rap1_stlc,18,30,0.641962443,0.667360472,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-5,rap1_stlc,18,33,0.74070987,0.687436866,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-5,rap1_stlc,18,36,0.851972157,0.890402281,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-5,rap1_stlc,18,39,0.806333058,0.812116918,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-5,rap1_stlc,18,42,0.765984189,0.606723257,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-5,rap1_stlc,18,45,0.48426462,0.355982053,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-5,rap1_stlc,18,48,0.730870562,0.445186228,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-5,rap1_stlc,18,51,0.375415917,0.143759831,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,-15,,,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,-12,0.598316341,0.287242252,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,-9,0.177692931,0.056097138,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,-6,0.168998685,0.232037593,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,-3,0.08899563,0.340277664,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,0,1.479601485,1.398241753,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,3,0.744103487,1.053957305,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,6,0.695287071,0.531243091,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,9,0.597333333,0.643062983,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,12,0.125753286,0.20291487,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,15,0.199000279,0.088846935,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,18,0.356131218,0.125753286,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,21,0.119333333,0.143482481,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,24,0.281475675,0.238666667,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,27,0.039666667,0.04,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,30,0.04,0.125858827,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,33,0.202980295,0.199,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,36,0.281852798,0.254927659,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,39,0.25192812,0.199066711,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,42,0.199,0.163954262,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,45,0.21466382,0.056333333,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,48,0.25182291,0.281522843,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,51,0.088697363,0.08899563,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,54,0.281522843,0.358333333,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,57,0.159333333,0.143759831,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,60,0.25192812,0.199000279,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,63,0.164277543,0.126069646,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,66,0.287242252,0.340394706,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,69,0.398333333,0.311215002,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,72,0.119333333,0.119333333,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,75,0.405895033,0.531243091,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,78,0.894987089,0.705735629,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,81,0.355982053,0.342426797,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,84,0.642293201,0.50675986,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,87,0.618132762,0.884090744,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,90,0.415600904,0.478,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,93,0.281522843,0.238666667,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,96,0.178140082,0.164196698,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,99,0.125753286,0.143482481,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,102,0.506995617,0.454140703,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,105,0.199066711,0.286964961,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,108,0.342426797,0.2816643,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,111,0.321001904,0.266986683,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,114,0.232037593,0.286964961,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,117,0.444977528,0.492347325,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,120,0.199333333,0.20291487,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,123,0.251611915,0.289830794,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,126,0.492670726,0.484593415,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,129,0.726533933,0.648081356,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,132,0.541534651,0.648081356,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,135,0.392025226,0.303449245,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,138,0.119333333,0.125753286,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,141,0.11266568,0.168762818,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,144,0.303142797,0.232494922,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,147,0.239,0.242269363,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,150,0.11266568,0.125753286,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,153,0.531318068,0.541534651,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,156,0.695287071,0.554718447,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,159,0.199333333,0.242269363,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,162,0.466080584,0.37778683,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,165,0.281475675,0.281475675,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,168,0.225331361,0.267135629,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,171,0.199,0.203241783,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,174,0.177842002,0.143482481,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,177,0.143759831,0.164196698,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,180,0.079666667,0.126069646,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,183,0.289830794,0.281805686,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,186,0.056097138,0.056568542,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,189,0.039666667,0.079666667,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,192,0.14329767,0.199066711,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,195,0.125753286,0.143482481,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,198,0.178140082,0.20291487,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,201,0.242269363,0.242269363,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,204,0.143482481,0.199266711,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,207,0.328474082,0.286780016,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,210,0.232037593,0.232323529,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,213,0.159333333,0.08899563,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,216,0.089144701,0.199000279,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,219,0.519133038,0.444977528,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,222,0.375592717,0.303142797,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,225,0.089144701,0.08899563,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,228,0.178140082,0.164277543,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,231,0.409882639,0.356280164,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,234,0.242324163,0.281475675,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,237,0.356280164,0.409882639,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,240,0.535543442,0.479532295,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,243,0.375875275,0.410044578,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,246,0.168762818,0.143482481,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,249,0.143482481,0.214354328,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,252,0.04,0.079666667,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,255,0.164196698,0.125753286,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,258,0.202980295,0.159333333,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,261,0.159333333,0.119666667,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,264,0.08899563,0.168998685,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,267,0.143759831,0.11266568,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,270,0.410335906,0.267135629,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,273,0.112430225,0.266986683,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,276,0.088697363,0.14329767,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,19,279,0.079333333,0.088697363,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,20,-15,,,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,20,-12,0.177991261,0.177991261,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,20,-9,0.267135629,0.267135629,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,20,-6,0.164277543,0.164277543,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,20,-3,0.178140082,0.178140082,,,,,,,,,,,,,,,,,,
2011.08.04_hela_gfp-tub_rfp-h2b_rap1_stlc_vox-40x,stlc-7,rap1_stlc,20,0,1.015031746,1.015031746,,,,,,,,,,,,,,,,,,
