Experiment,Cell,Cell_Number,Treatment,Hours_Treatment,Time_Resolution,Frame,Time,X_pole,Y_pole,Pole_velocity
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-13,28,lgn_rnai,72,3,144,12,68.086,117.753,0.122536616
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-13,28,lgn_rnai,72,3,145,15,67.922,117.589,0.077310341
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-13,28,lgn_rnai,72,3,146,18,66.771,116.437,0.542822357
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-13,28,lgn_rnai,72,3,147,21,66.771,115.615,0.274
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-13,28,lgn_rnai,72,3,148,24,65.948,114.793,0.38773029
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-13,28,lgn_rnai,72,3,149,27,66.277,114.135,0.245222122
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-13,28,lgn_rnai,72,3,150,30,67.922,113.97,0.551084789
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-13,28,lgn_rnai,72,3,151,33,68.415,114.464,0.23263825
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-13,28,lgn_rnai,72,3,152,36,67.922,113.477,0.367758677
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-13,28,lgn_rnai,72,3,153,39,67.593,112.819,0.245222122
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-13,28,lgn_rnai,72,3,154,42,68.58,112.161,0.39540879
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-13,28,lgn_rnai,72,3,155,45,69.073,112.326,0.173292944
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-13,28,lgn_rnai,72,3,156,48,69.073,112.326,0
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-13,28,lgn_rnai,72,3,157,51,69.073,111.339,0.329
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-13,28,lgn_rnai,72,3,158,54,69.073,111.175,0.054666667
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-13,28,lgn_rnai,72,3,159,57,68.909,110.681,0.173503762
