raw,cell,condition,id,time,centrosome_mid_x,centrosome_mid_y
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point3__cell1,,rap1,29,108,38.166,130.0865
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point3__cell1,,rap1,29,111,37.8075,130.027
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point3__cell1,,rap1,29,114,37.389,129.6685
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point3__cell1,,rap1,29,117,36.673,128.713
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point3__cell1,,rap1,29,120,36.613,128.5935
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point3__cell1,,rap1,29,123,36.255,127.877
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point3__cell1,,rap1,29,126,35.3585,128.4145
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point3__cell1,,rap1,29,129,35.5375,128.3545
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point3__cell1,,rap1,29,132,35.239,128.116
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point3__cell1,,rap1,29,135,34.881,127.757
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point3__cell1,,rap1,29,138,34.463,127.578
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point3__cell1,,rap1,29,141,34.1045,127.2795
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point3__cell1,,rap1,29,144,33.4475,127.1005
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell1,,rap1,30,0,91.876,141.2855
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell1,,rap1,30,3,91.2935,141.5545
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell1,,rap1,30,6,91.5175,142.1365
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell1,,rap1,30,9,90.89,141.8235
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell1,,rap1,30,12,89.457,140.4345
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell1,,rap1,30,15,89.188,137.8365
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell1,,rap1,30,18,89.547,135.3725
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell1,,rap1,30,21,88.337,133.6705
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell1,,rap1,30,24,88.113,133.043
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell1,,rap1,30,27,87.1725,133.1775
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell1,,rap1,30,30,87.083,132.9985
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell1,,rap1,30,33,86.411,133.4015
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell1,,rap1,30,36,85.9185,134.0735
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,0,26.4595,83.0215
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,3,24.2495,82.484
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,6,24.1895,82.7225
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,9,23.831,83.2605
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,12,23.891,85.1115
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,15,24.4285,87.3215
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,18,24.6075,88.8745
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,21,25.9815,89.651
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,24,26.877,90.1885
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,27,27.176,90.905
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,30,27.6535,91.383
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,33,27.833,92.3985
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,36,28.311,93.2945
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,39,28.2515,94.011
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,42,28.8485,94.7875
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,45,29.9235,95.5645
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,48,30.9985,96.46
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,51,31.5955,97.296
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,54,32.9095,97.9535
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,57,33.746,98.192
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,60,34.941,98.849
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,63,35.359,99.9245
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,66,36.673,99.4465
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,69,37.927,99.0285
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,72,37.628,98.491
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,75,37.3295,97.535
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,78,36.9115,97.7145
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,81,37.1505,97.117
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,84,36.613,96.5795
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,87,36.852,96.46
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,90,37.5685,95.5645
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,93,37.688,95.0265
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,96,38.6435,94.25
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,99,39.719,92.996
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,102,40.0175,92.1
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,105,39.8385,90.129
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,108,39.5395,88.098
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,111,38.7035,86.1865
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,114,38.0465,85.112
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,117,35.8365,83.26
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,120,33.9255,81.946
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,123,32.611,80.811
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point4__cell2,,rap1,31,126,31.0585,80.393
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point6__cell1,,rap1,32,0,124.054,79.856
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point6__cell1,,rap1,32,3,123.6955,79.0195
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point6__cell1,,rap1,32,6,123.5765,79.557
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point6__cell1,,rap1,32,9,123.0985,79.02
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point6__cell1,,rap1,32,12,122.2625,79.438
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point6__cell1,,rap1,32,15,122.322,79.7365
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point6__cell1,,rap1,32,18,122.0235,80.9905
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point6__cell1,,rap1,32,21,121.9635,82.663
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point6__cell1,,rap1,32,24,121.4265,81.9465
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point6__cell1,,rap1,32,27,121.665,80.5725
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point6__cell1,,rap1,32,30,122.5015,81.289
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point6__cell1,,rap1,32,33,122.621,80.692
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point6__cell1,,rap1,32,36,123.6955,81.11
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point6__cell1,,rap1,32,39,124.353,80.393
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point6__cell1,,rap1,32,42,125.01,79.4375
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,0,31.8945,50.3505
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,3,31.8945,50.9775
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,6,32.253,51.4705
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,9,30.9985,51.8735
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,12,31.357,52.3215
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,15,34.582,50.798
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,18,35.8815,50.843
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,21,36.867,52.0075
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,24,39.017,52.8145
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,27,39.151,53.889
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,30,38.2105,54.516
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,33,38.0315,55.0535
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,36,36.553,55.5915
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,39,35.6575,55.5915
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,42,34.3135,56.084
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,45,33.8205,56.084
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,48,33.328,55.5015
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,51,33.0595,55.7705
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,54,33.194,55.1435
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,57,32.3875,55.547
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,60,32.208,55.681
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,63,31.2675,56.2185
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,66,30.5955,56.4425
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,69,29.431,56.532
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,72,28.49,57.204
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,75,28.3555,58.1
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,78,27.594,59.3095
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,81,27.3705,59.4885
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,84,27.191,60.2505
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,87,27.5495,61.146
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,90,27.1465,61.415
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,93,27.639,61.9075
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,96,28.266,62.3105
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,99,28.0865,62.8035
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,102,27.863,62.983
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,105,28.042,63.2065
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,108,28.4905,63.9235
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,111,28.535,63.9685
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,114,28.714,64.5505
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,117,29.162,65.581
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,120,28.8035,65.984
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,123,28.6245,66.5215
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,126,27.9975,66.6555
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,129,27.773,66.7455
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,132,27.818,66.7905
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,135,27.549,66.2525
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,138,28.042,66.7905
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,141,28.8035,66.1185
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,144,28.938,65.984
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,147,29.5205,65.491
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,150,29.2515,65.536
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,153,30.1475,65.76
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,156,29.9685,65.536
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,159,30.237,65.6705
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,162,30.282,65.2225
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,165,30.013,65.178
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,168,30.013,65.133
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,171,30.461,65.312
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,174,31.088,66.3425
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,177,31.2225,66.7905
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,180,31.223,67.328
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,183,30.3715,67.283
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,186,29.834,67.91
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,189,28.759,68.3585
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,192,28.3105,68.403
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,195,28.8935,68.4475
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,198,28.759,68.6715
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,201,28.938,68.851
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,204,28.669,69.0305
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,207,28.49,68.6715
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,210,28.6695,69.1645
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,213,28.8485,69.344
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,216,28.535,69.3885
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,219,28.893,69.03
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,222,29.4755,69.12
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,225,29.879,69.209
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,228,30.461,69.075
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,231,30.685,68.582
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,234,30.7295,68.0445
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,237,30.73,67.8655
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,240,30.8195,68.0895
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,243,30.5505,67.955
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,246,30.685,67.552
2011.06.22_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point8__cell1,,rap1,33,249,30.909,66.656
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point1__cell1,,rap1,34,0,42.6455,119.5745
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point1__cell1,,rap1,34,3,42.6455,117.8425
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point1__cell1,,rap1,34,6,41.033,117.066
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point1__cell1,,rap1,34,9,41.7495,116.827
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point1__cell1,,rap1,34,12,42.4665,116.8275
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point1__cell1,,rap1,34,15,44.1985,116.5285
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point1__cell1,,rap1,34,18,45.2735,116.5285
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point1__cell1,,rap1,34,21,46.5875,116.409
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point1__cell1,,rap1,34,24,48.6185,114.259
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point1__cell1,,rap1,34,27,50.41,113.363
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point1__cell1,,rap1,34,30,51.724,112.5865
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point1__cell1,,rap1,34,33,51.4855,111.81
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point1__cell1,,rap1,34,36,51.963,110.9735
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point1__cell1,,rap1,34,39,51.7835,110.317
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point1__cell1,,rap1,34,42,50.8875,110.0185
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point1__cell1,,rap1,34,45,49.8725,110.078
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point1__cell1,,rap1,34,48,49.6335,110.138
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point1__cell1,,rap1,34,51,49.036,110.018
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point1__cell1,,rap1,34,54,47.9015,109.0625
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point1__cell1,,rap1,34,57,47.125,108.9435
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point1__cell1,,rap1,34,60,46.05,108.4055
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point1__cell1,,rap1,34,63,46.468,108.7045
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point1__cell1,,rap1,34,66,46.289,108.704
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point1__cell1,,rap1,34,69,46.408,109.1225
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point1__cell1,,rap1,34,72,46.5875,109.54
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point1__cell1,,rap1,34,75,45.8705,110.257
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point1__cell1,,rap1,34,78,45.3335,111.332
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point1__cell1,,rap1,34,81,44.6165,111.9295
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point2__cell1,,rap1,35,0,66.1635,90.0395
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point2__cell1,,rap1,35,3,67.4625,89.95
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point2__cell1,,rap1,35,6,67.5965,89.681
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point2__cell1,,rap1,35,9,66.88,90.129
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point2__cell1,,rap1,35,12,67.462,90.6215
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point2__cell1,,rap1,35,15,66.432,91.383
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point2__cell1,,rap1,35,18,65.267,90.532
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point2__cell1,,rap1,35,21,66.163,89.5465
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point2__cell1,,rap1,35,24,66.7455,89.1435
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point2__cell1,,rap1,35,27,66.835,89.188
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point2__cell1,,rap1,35,30,66.7005,89.3675
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point2__cell1,,rap1,35,33,67.1935,88.785
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point2__cell1,,rap1,35,36,67.6415,88.427
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point2__cell1,,rap1,35,39,66.8795,87.3515
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point2__cell1,,rap1,35,42,67.1935,87.3965
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point2__cell1,,rap1,35,45,68.1795,86.0975
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point2__cell1,,rap1,35,48,68.403,84.44
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point2__cell1,,rap1,35,51,67.821,83.992
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point2__cell2,,rap1,36,0,73.4645,35.8365
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point2__cell2,,rap1,36,3,72.121,35.523
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point2__cell2,,rap1,36,6,70.867,35.3885
2011.07.07_hela_gfp-tub_rfp-h2b_rap1_vox-40x__rap1__point2__cell2,,rap1,36,9,70.0155,35.881
