filename,position,condition,cell_id,frame,time,dna_area,dna_x,dna_y,dna_length,dna_width,dna_angle,cell_area,cell_x,cell_y,cell_length,cell_width,cell_angle,spindle_angle,spindle_length
2017_11_08_hctg_leica63x,Position001,control,3,91,12,117.017,41.976,50.473,16.158,9.221,165.144,360.799,42.198,48.895,22.563,20.361,93.123,-108.622,9.909
2017_11_08_hctg_leica63x,Position001,control,3,92,15,89.595,41.498,49.995,16.143,7.067,158.785,370.653,41.986,49.055,22.131,21.324,120.919,-123.857,9.694
2017_11_08_hctg_leica63x,Position001,control,3,93,18,79.783,41.754,50.247,15.785,6.436,157.595,362.336,41.857,49.147,22.137,20.841,71.51,-124.216,9.271
2017_11_08_hctg_leica63x,Position001,control,3,94,21,78.381,41.96,49.235,16.192,6.163,151.533,362.336,41.857,48.739,22.137,20.841,71.51,-119.389,10.15
2017_11_08_hctg_leica63x,Position001,control,3,95,24,77.997,42.615,48.843,15.785,6.291,154.392,362.336,41.857,48.739,22.137,20.841,71.51,-118.301,10.552
2017_11_08_hctg_leica63x,Position001,control,3,96,27,68.839,43.482,48.105,15.434,5.679,143.399,362.336,42.162,48.739,22.137,20.841,71.51,-119.416,10.971
2017_11_08_hctg_leica63x,Position001,control,4,211,-15,460.892,29.313,46.389,28.915,20.295,90.596,1577.906,32.056,46.324,52.952,37.941,112.364,,
2017_11_08_hctg_leica63x,Position001,control,4,212,-12,460.892,29.313,46.389,28.915,20.295,90.596,1577.906,32.056,46.324,52.952,37.941,112.364,,
2017_11_08_hctg_leica63x,Position001,control,4,213,-9,460.892,29.211,45.269,28.915,20.295,90.596,1577.906,32.056,46.324,52.952,37.941,112.364,,
2017_11_08_hctg_leica63x,Position001,control,4,214,-6,460.892,28.803,45.574,28.915,20.295,90.596,1424.84,31.437,46.584,51.303,35.362,106.377,,
2017_11_08_hctg_leica63x,Position001,control,4,215,-3,420.616,28.489,43.827,28.155,19.021,98.19,1046.545,30.379,44.793,41.52,32.093,102.407,,
2017_11_08_hctg_leica63x,Position001,control,4,216,0,218.77,29.943,43.045,22.948,12.138,98.231,575.562,30.705,42.347,28.787,25.457,125.835,,
2017_11_08_hctg_leica63x,Position001,control,4,217,3,131.044,30.476,40.555,15.868,10.515,83.895,432.587,31.113,41.419,24.901,22.119,114.334,,
2017_11_08_hctg_leica63x,Position001,control,4,218,6,113.808,30.823,39.446,16.833,8.609,86.33,413.182,31.368,40.798,23.697,22.2,119.45,,
2017_11_08_hctg_leica63x,Position001,control,4,219,9,91.329,31.629,39.372,15.032,7.736,67.812,403.847,31.459,40.607,23.357,22.015,145.862,-9.26,9.571
2017_11_08_hctg_leica63x,Position001,control,4,220,12,80.572,32.113,39.812,14.951,6.861,74.161,403.847,31.459,40.607,23.357,22.015,145.862,-6.044,8.68
2017_11_08_hctg_leica63x,Position001,control,4,221,15,74.031,31.463,40.411,15.33,6.149,80.711,397.223,32.138,41.405,22.846,22.138,104.522,-24.864,9.209
2017_11_08_hctg_leica63x,Position001,control,4,222,18,77.852,31.315,39.644,15.759,6.29,85.987,398.282,31.694,41.183,23.392,21.679,116.862,-21.689,9.638
2017_11_08_hctg_leica63x,Position001,control,4,223,21,64.842,30.944,40.552,14.966,5.517,81.291,401.542,31.967,41.791,23.011,22.218,93.751,-28.179,9.726
2017_11_08_hctg_leica63x,Position001,control,4,224,24,67.697,30.595,40.402,15.043,5.73,82.464,380.787,32.912,41.187,22.952,21.124,101.541,-26.053,10.208
2017_11_08_hctg_leica63x,Position001,control,4,225,27,61.447,31.167,40.713,13.814,5.663,76.362,376.862,33.096,41.755,22.57,21.259,103.546,-29.11,10.28
2017_11_08_hctg_leica63x,Position001,control,4,226,30,67.583,29.984,40,16.071,5.354,73.506,381.555,32.63,41.255,22.203,21.88,136.199,-24.852,10.699
2017_11_08_hctg_leica63x,Position001,control,4,227,33,70.47,30.186,40.893,14.407,6.228,74.439,365.773,32.19,41.502,22,21.169,97.971,-19.47,10.679
2017_11_08_hctg_leica63x,Position001,control,4,228,36,68.331,30.021,41.38,15.412,5.645,72.833,379.686,31.724,41.955,22.048,21.926,149.829,-26.806,10.846
2017_11_08_hctg_leica63x,Position001,control,4,229,39,69.473,29.414,41.28,13.906,6.361,64.349,384.13,31.441,42.007,22.213,22.018,161.587,-26.114,11.484
2017_11_08_hctg_leica63x,Position001,control,4,230,42,67.853,29.482,41.158,14.712,5.872,67.175,384.13,31.441,42.007,22.213,22.018,161.587,-27.229,11.758
2017_11_08_hctg_leica63x,Position001,control,4,231,45,63.565,30.044,41.834,14.093,5.743,73.776,375.792,31.631,42.375,22.542,21.225,172.854,-14.899,11.517
2017_11_08_hctg_leica63x,Position002,control,5,45,-15,437.146,50.879,44.659,27.693,20.099,119.36,1079.356,52.728,45.835,44.116,31.152,103.35,,
2017_11_08_hctg_leica63x,Position002,control,5,46,-12,437.146,50.879,44.659,27.693,20.099,119.36,1079.356,52.728,45.835,44.116,31.152,103.35,,
2017_11_08_hctg_leica63x,Position002,control,5,47,-9,437.146,50.879,44.659,27.693,20.099,119.36,1081.318,51.662,45.717,44.604,30.867,107.997,,
2017_11_08_hctg_leica63x,Position002,control,5,48,-6,401.823,52.223,44.376,26.845,19.058,129.948,933.443,51.413,45.115,42.958,27.666,103.192,,
2017_11_08_hctg_leica63x,Position002,control,5,49,-3,398.448,51.965,43.618,26.41,19.21,126.735,801.101,51.47,45.333,37.832,26.961,101.122,,
2017_11_08_hctg_leica63x,Position002,control,5,50,0,295.449,52.567,42.923,21.37,17.603,132.183,716.417,51.561,45.068,33.891,26.914,98.235,,
2017_11_08_hctg_leica63x,Position002,control,5,51,3,143.67,52.942,42.815,13.645,13.406,159.561,513.263,51.587,44.173,26.668,24.505,71.161,,
2017_11_08_hctg_leica63x,Position002,control,5,52,6,133.1,52.364,43.338,13.493,12.56,141.109,432.058,51.475,44.025,23.884,23.032,85.883,,
2017_11_08_hctg_leica63x,Position002,control,5,53,9,106.011,52.657,43.089,13.364,10.1,176.547,405.799,51.166,43.747,23.126,22.341,90.334,89.397,9.681
2017_11_08_hctg_leica63x,Position002,control,5,54,12,82.95,52.56,43.743,15.528,6.801,6.125,405.799,51.166,43.747,23.126,22.341,90.334,103.039,9.875
2017_11_08_hctg_leica63x,Position002,control,5,55,15,70.677,52.142,43.73,15.603,5.767,11.751,405.799,51.166,43.747,23.126,22.341,90.334,100.587,11.142
2017_11_08_hctg_leica63x,Position002,control,5,56,18,62.9,52.329,45.255,14.909,5.372,0.6,405.799,51.166,43.747,23.126,22.341,90.334,90.477,12.228
2017_11_08_hctg_leica63x,Position002,control,5,57,21,74.27,52.482,45.326,15.294,6.183,153.453,405.799,51.166,43.747,23.126,22.341,90.334,58.134,13.318
2017_11_08_hctg_leica63x,Position002,control,5,58,24,71.165,52.962,44.277,15.098,6.001,151.04,405.799,51.166,43.747,23.126,22.341,90.334,50.928,13.256
2017_11_08_hctg_leica63x,Position002,control,5,59,27,76.357,52.828,42.028,14.597,6.66,148.562,405.799,51.166,43.747,23.126,22.341,90.334,55.251,13.753
2017_11_08_hctg_leica63x,Position002,control,5,60,30,74.228,52.289,42.054,15.4,6.137,171.879,400.421,50.635,43.465,23.826,21.398,63.69,71.288,13.34
2017_11_08_hctg_leica63x,Position002,control,6,48,-15,336.389,49.508,47.668,26.611,16.095,104.736,900.519,48.918,48.619,53.684,21.358,94.433,,
2017_11_08_hctg_leica63x,Position002,control,6,49,-12,336.389,49.508,47.668,26.611,16.095,104.736,900.519,48.918,48.619,53.684,21.358,94.433,,
2017_11_08_hctg_leica63x,Position002,control,6,50,-9,336.389,49.508,47.668,26.611,16.095,104.736,802.503,50.26,47.104,50.443,20.256,92.9,,
2017_11_08_hctg_leica63x,Position002,control,6,51,-6,336.389,49.508,47.668,26.611,16.095,104.736,802.503,50.26,47.104,50.443,20.256,92.9,,
2017_11_08_hctg_leica63x,Position002,control,6,52,-3,312.965,47.711,47.047,25.965,15.347,99.486,767.242,48.585,47.028,44.752,21.829,94.672,,
2017_11_08_hctg_leica63x,Position002,control,6,53,0,296.269,48.187,46.478,26.55,14.208,102.741,691.218,49.432,46.518,46.385,18.974,94.408,,
2017_11_08_hctg_leica63x,Position002,control,6,54,3,171.559,48.192,44.791,17.047,12.814,108.455,503.244,48.459,45.665,34.559,18.541,92.726,,
2017_11_08_hctg_leica63x,Position002,control,6,55,6,154.198,48.336,44.801,14.466,13.572,72.702,420.803,48.125,44.504,27.112,19.762,89.495,,
2017_11_08_hctg_leica63x,Position002,control,6,56,9,145.892,48.119,43.534,14.393,12.906,165.415,389.186,47.891,43.856,23.334,21.237,81.628,116.281,9.16
2017_11_08_hctg_leica63x,Position002,control,6,57,12,131.366,48.499,42.785,15.662,10.679,163.213,378.284,47.863,43.635,22.446,21.458,74.435,91.736,10.092
2017_11_08_hctg_leica63x,Position002,control,6,58,15,75.796,47.69,40.082,14.2,6.796,144.822,378.284,47.863,43.635,22.446,21.458,74.435,64.486,9.958
2017_11_08_hctg_leica63x,Position002,control,6,59,18,73.917,47.123,41.727,14.333,6.566,142.631,378.284,47.863,43.635,22.446,21.458,74.435,52.696,10.761
2017_11_08_hctg_leica63x,Position002,control,6,60,21,69.836,46.919,42.178,14.946,5.949,143.305,378.284,46.844,42.718,22.446,21.458,74.435,54.265,10.264
2017_11_08_hctg_leica63x,Position002,control,6,61,24,65.413,47.093,42.95,14.194,5.868,150.506,378.284,46.844,42.718,22.446,21.458,74.435,50.826,10.647
2017_11_08_hctg_leica63x,Position002,control,6,62,27,69.94,46.506,44.935,14.951,5.956,150.746,378.284,46.232,43.839,22.446,21.458,74.435,45.744,11.025
2017_11_08_hctg_leica63x,Position002,control,6,63,30,53.348,47.434,45.077,12.833,5.293,142.519,378.284,46.232,43.839,22.446,21.458,74.435,40.267,11.384
2017_11_08_hctg_leica63x,Position002,control,6,64,33,63.669,47.393,44.42,14.37,5.641,143.845,359.574,46.978,43.546,21.747,21.053,54.202,40.426,10.842
2017_11_08_hctg_leica63x,Position002,control,6,65,36,62.516,47.851,44.196,13.638,5.836,142.043,359.574,46.978,43.546,21.747,21.053,54.202,38.741,11.195
2017_11_08_hctg_leica63x,Position002,control,6,66,39,57.242,48.718,39.807,14.008,5.203,146.189,359.574,46.978,43.546,21.747,21.053,54.202,39.806,11.97
2017_11_08_hctg_leica63x,Position002,control,6,67,42,55.331,49.149,40.723,13.2,5.337,122.435,359.574,46.876,42.935,21.747,21.053,54.202,10.528,11.721
2017_11_08_hctg_leica63x,Position002,control,6,68,45,65.724,48.931,40.651,13.205,6.337,127.062,359.574,46.876,42.935,21.747,21.053,54.202,16.26,10.19
2017_11_08_hctg_leica63x,Position002,control,6,69,48,56.286,46.976,41.836,13.852,5.174,122.104,359.574,46.876,42.935,21.747,21.053,54.202,17.628,11.456
2017_11_08_hctg_leica63x,Position002,control,6,70,51,66.171,47.73,41.571,13.939,6.044,126.051,359.616,46.383,42.743,21.565,21.232,95.786,16.858,10.492
2017_11_08_hctg_leica63x,Position002,control,6,71,54,62.153,48.21,41.685,13.833,5.721,141.28,359.616,46.383,42.743,21.565,21.232,95.786,38.012,11.22
2017_11_08_hctg_leica63x,Position002,control,6,72,57,71.383,48.585,42.38,14.072,6.459,135.97,359.616,46.383,42.743,21.565,21.232,95.786,43.905,11.279
2017_11_08_hctg_leica63x,Position002,control,6,73,60,56.795,50.55,41.32,13.184,5.485,130.233,370.559,46.964,43.072,22.312,21.146,0.954,39.677,11.651
2017_11_08_hctg_leica63x,Position002,control,7,124,-15,405.436,48.738,45.056,26.475,19.498,142.352,1182.677,49.444,44.714,43.043,34.984,163.312,,
2017_11_08_hctg_leica63x,Position002,control,7,125,-12,405.436,48.738,45.056,26.475,19.498,142.352,1182.677,49.444,44.714,43.043,34.984,163.312,,
2017_11_08_hctg_leica63x,Position002,control,7,126,-9,408.219,48.128,45.598,26.826,19.375,141.194,1182.677,49.444,44.714,43.043,34.984,163.312,,
2017_11_08_hctg_leica63x,Position002,control,7,127,-6,408.219,48.229,44.477,26.826,19.375,141.194,1000.009,48.97,43.949,40.87,31.154,6.1,,
2017_11_08_hctg_leica63x,Position002,control,7,128,-3,377.069,48.478,44.909,25.306,18.972,146.018,806.096,49.59,44.033,36.164,28.38,7.484,,
2017_11_08_hctg_leica63x,Position002,control,7,129,0,216.029,49.472,45.216,19.715,13.951,147.992,542.481,49.594,43.194,28.454,24.274,171.913,,
2017_11_08_hctg_leica63x,Position002,control,7,130,3,161.362,48.976,44.388,16.79,12.237,143.952,453.052,49.416,43.341,25.516,22.607,169.722,,
2017_11_08_hctg_leica63x,Position002,control,7,131,6,126.559,49.467,43.863,14.224,11.329,166.798,398.853,49.632,42.814,23.312,21.785,157.236,,
2017_11_08_hctg_leica63x,Position002,control,7,132,9,129.746,50.046,43.815,13.568,12.176,144.794,375.439,49.896,43.124,22.313,21.424,8.315,-37.208,6.868
2017_11_08_hctg_leica63x,Position002,control,7,133,12,128.978,49.563,43.239,14.16,11.598,127.935,375.439,49.896,43.124,22.313,21.424,8.315,-45,8.694
2017_11_08_hctg_leica63x,Position002,control,7,134,15,144.345,50.061,43.256,14.595,12.593,46.034,375.439,49.896,43.124,22.313,21.424,8.315,-45,9.103
2017_11_08_hctg_leica63x,Position002,control,7,135,18,140.409,50.692,43.205,13.842,12.915,67.367,364.568,49.993,43.025,21.96,21.138,38.563,-37.528,8.907
2017_11_08_hctg_leica63x,Position002,control,7,136,21,116.674,49.884,42.958,14.821,10.023,68.414,364.568,49.993,43.025,21.96,21.138,38.563,-25.731,9.388
2017_11_08_hctg_leica63x,Position002,control,7,137,24,108.243,49.827,43.091,15.758,8.746,106.61,364.568,49.993,43.025,21.96,21.138,38.563,14.436,10.619
2017_11_08_hctg_leica63x,Position002,control,7,138,27,94.662,49.348,42.605,16.239,7.422,100.662,364.568,50.604,42.516,21.96,21.138,38.563,20.082,10.177
2017_11_08_hctg_leica63x,Position002,control,7,139,30,99.064,49.796,42.754,14.354,8.787,104.66,364.568,50.604,42.516,21.96,21.138,38.563,19.618,10.926
2017_11_08_hctg_leica63x,Position002,control,7,140,33,89.065,50.597,42.743,15.751,7.199,111.984,364.568,50.604,42.516,21.96,21.138,38.563,20.807,10.957
2017_11_08_hctg_leica63x,Position002,control,7,141,36,86.002,51.02,43.165,15.907,6.884,116.528,364.568,50.604,42.516,21.96,21.138,38.563,22.881,12.082
2017_11_08_hctg_leica63x,Position002,control,7,142,39,84.009,51.729,43.334,15.781,6.778,108.552,364.568,51.215,42.516,21.96,21.138,38.563,31.31,11.551
2017_11_08_hctg_leica63x,Position002,control,7,143,42,86.989,52.583,43.419,15.523,7.135,122.336,364.568,51.215,42.516,21.96,21.138,38.563,39.806,11.19
2017_11_08_hctg_leica63x,Position002,control,7,144,45,70.085,52.136,42.873,15.327,5.822,128.602,364.568,51.215,42.516,21.96,21.138,38.563,42.656,12.328
2017_11_08_hctg_leica63x,Position002,control,7,145,48,67.521,52.403,43.063,16.304,5.273,119.276,364.568,51.215,42.516,21.96,21.138,38.563,38.66,11.723
2017_11_08_hctg_leica63x,Position003,control,8,62,-15,311.397,35.543,41.023,25.703,15.425,47.755,895.151,37.209,37.406,58.323,19.542,52.294,,
2017_11_08_hctg_leica63x,Position003,control,8,63,-12,328.82,36.864,39.512,25.784,16.237,47.304,831.534,38.99,35.465,54.213,19.529,53.8,,
2017_11_08_hctg_leica63x,Position003,control,8,64,-9,344.54,37.185,38.335,26.484,16.564,49.339,831.534,38.99,35.465,54.213,19.529,53.8,,
2017_11_08_hctg_leica63x,Position003,control,8,65,-6,344.54,37.185,38.335,26.484,16.564,49.339,835.978,37.397,37.577,54.322,19.594,53.206,,
2017_11_08_hctg_leica63x,Position003,control,8,66,-3,284.713,37.454,39.897,24.507,14.792,47.146,770.285,37.131,38.467,48.486,20.228,52.068,,
2017_11_08_hctg_leica63x,Position003,control,8,67,0,252.338,37.205,40.506,23.986,13.395,47.082,667.327,36.955,39.58,42.432,20.024,52.583,,
2017_11_08_hctg_leica63x,Position003,control,8,68,3,192.999,36.887,41.051,17.024,14.435,32.318,570.879,36.8,39.901,36.03,20.174,52.081,,
2017_11_08_hctg_leica63x,Position003,control,8,69,6,148.612,35.986,41.859,14.282,13.249,57.555,500.617,35.967,41.046,29.609,21.528,53.571,,
2017_11_08_hctg_leica63x,Position003,control,8,70,9,112.386,35.597,42.346,14.184,10.088,90.734,448.245,35.134,41.575,26.172,21.807,55.081,-0.597,9.783
2017_11_08_hctg_leica63x,Position003,control,8,71,12,79.108,35.099,42.296,15.923,6.326,97.64,411.354,34.982,41.5,23.627,22.168,60.557,10.654,10.482
2017_11_08_hctg_leica63x,Position003,control,8,72,15,75.848,34.43,41.869,15.696,6.153,81.003,391.554,34.784,41.475,22.57,22.089,60.535,-12.395,9.483
2017_11_08_hctg_leica63x,Position003,control,8,73,18,66.503,35.099,41.495,15.846,5.344,96.958,391.554,34.784,41.475,22.57,22.089,60.535,14.036,10.083
2017_11_08_hctg_leica63x,Position003,control,8,74,21,70.729,34.811,41.539,15.304,5.885,89.051,391.554,34.784,41.475,22.57,22.089,60.535,-1.146,10.192
2017_11_08_hctg_leica63x,Position003,control,8,75,24,73.387,35.683,41.509,15.587,5.995,92.744,391.554,34.784,41.475,22.57,22.089,60.535,15.005,10.295
2017_11_08_hctg_leica63x,Position003,control,8,76,27,65.61,37.624,41.205,15.018,5.563,95.472,391.554,34.784,41.475,22.57,22.089,60.535,7.633,9.972
2017_11_08_hctg_leica63x,Position003,control,9,76,-15,342.588,17.063,42.4,27.228,16.02,44.264,1096.747,18.656,41.808,56.37,24.772,53.414,,
2017_11_08_hctg_leica63x,Position003,control,9,77,-12,342.588,16.758,41.584,27.228,16.02,44.264,998.721,17.253,43.366,53.447,23.792,55.469,,
2017_11_08_hctg_leica63x,Position003,control,9,78,-9,342.588,15.841,43.011,27.228,16.02,44.264,953.119,16.62,43.528,55.077,22.034,57.093,,
2017_11_08_hctg_leica63x,Position003,control,9,79,-6,401.303,16.267,43.502,27.97,18.268,38.147,913.695,17.572,42.045,54.295,21.426,55.368,,
2017_11_08_hctg_leica63x,Position003,control,9,80,-3,388.127,16.275,44.045,27.205,18.165,37.846,903.789,17.385,42.747,54.649,21.057,55.915,,
2017_11_08_hctg_leica63x,Position003,control,9,81,0,342.536,17.792,42.586,27.679,15.757,45.829,768.125,17.875,42.256,46.031,21.247,53.631,,
2017_11_08_hctg_leica63x,Position003,control,9,82,3,209.955,16.477,43.215,20.875,12.806,49.746,571.45,17.527,43.148,33.285,21.86,52.842,,
2017_11_08_hctg_leica63x,Position003,control,9,83,6,160.968,18.096,42.856,17.705,11.576,45.473,499.963,18.272,43.207,29.063,21.904,52.764,,
2017_11_08_hctg_leica63x,Position003,control,9,84,9,111.638,17.332,42.234,16.302,8.719,59.821,455.7,18.717,42.898,26.401,21.977,52.079,-34.912,11.917
2017_11_08_hctg_leica63x,Position003,control,9,85,12,100.798,17.823,42.248,15.896,8.074,52.547,443.095,18.578,42.898,25.355,22.25,48.081,-31.31,11.542
2017_11_08_hctg_leica63x,Position003,control,9,86,15,85.452,18.142,41.896,17.335,6.276,39.53,431.435,18.582,42.684,24.643,22.291,39.158,-45.39,10.592
2017_11_08_hctg_leica63x,Position003,control,9,87,18,84.217,18.773,41.85,17.518,6.121,27.616,434.56,18.522,42.57,23.941,23.111,51.602,-68.499,10.842
2017_11_08_hctg_leica63x,Position003,control,9,88,21,86.729,18.239,41.563,17.086,6.463,30.38,405.623,18.21,42.667,23.026,22.429,56.736,-56.023,11.276
2017_11_08_hctg_leica63x,Position003,control,9,89,24,93.904,19.024,42.12,17.305,6.909,41.876,405.623,18.21,42.667,23.026,22.429,56.736,-45.725,11.35
2017_11_08_hctg_leica63x,Position003,control,9,90,27,94.444,19.392,42.572,18.093,6.646,37.274,405.623,18.21,42.667,23.026,22.429,56.736,-50.194,11.905
2017_11_08_hctg_leica63x,Position003,control,9,91,30,89.408,18.697,43.169,17,6.696,24.863,405.623,18.21,42.667,23.026,22.429,56.736,-85.323,11.301
2017_11_08_hctg_leica63x,Position003,control,9,92,33,75.215,18.807,43.697,15.984,5.991,16.851,436.367,18.789,42.611,24.1,23.054,72.633,-84.289,11.214
2017_11_08_hctg_leica63x,Position003,control,9,93,36,75.63,18.936,43.747,15.884,6.062,7.845,436.367,18.789,42.611,24.1,23.054,72.633,-100.713,11.561
2017_11_08_hctg_leica63x,Position003,control,9,94,39,69.888,18.696,42.841,15.53,5.73,24.422,421.54,19.165,42.765,23.468,22.87,26.464,-71.565,11.342
2017_11_08_hctg_leica63x,Position003,control,9,95,42,66.046,19.071,43.399,15.983,5.261,22.592,422.329,19.549,42.41,23.725,22.665,94.951,-74.376,12.436
2017_11_08_hctg_leica63x,Position003,control,10,89,-15,347.239,26.443,40.824,24.178,18.286,107.187,1002.573,28.076,39.055,41.38,30.848,70.619,,
2017_11_08_hctg_leica63x,Position003,control,10,90,-12,347.239,26.443,40.824,24.178,18.286,107.187,1032.996,28.882,38.026,42.008,31.309,81.621,,
2017_11_08_hctg_leica63x,Position003,control,10,91,-9,373.851,26.235,39.829,25.646,18.56,104.389,991.848,28.946,37.183,42.572,29.664,85.427,,
