filename,position,condition,cell_id,frame,time,dna_area,dna_x,dna_y,dna_length,dna_width,dna_angle,cell_area,cell_x,cell_y,cell_length,cell_width,cell_angle,spindle_angle,spindle_length
2017_11_08_hctg_leica63x,Position006,control,20,208,12,86.086,54.612,26.152,15.578,7.036,131.517,406.287,54.72,26.624,23.201,22.297,147.947,49.279,10.66
2017_11_08_hctg_leica63x,Position006,control,20,209,15,80.873,54.209,26.556,15.907,6.473,123.167,394.544,54.837,26.501,22.607,22.22,92.021,41.8,11.653
2017_11_08_hctg_leica63x,Position006,control,20,210,18,87.238,55.126,26.205,16.315,6.808,124.601,394.544,55.244,26.501,22.607,22.22,92.021,25.659,11.531
2017_11_08_hctg_leica63x,Position006,control,20,211,21,80.178,55.495,26.15,16.125,6.331,125.67,396.153,55.191,26.217,22.92,22.007,67.482,29.999,11.388
2017_11_08_hctg_leica63x,Position006,control,20,212,24,77.115,54.812,26.779,15.394,6.378,130.428,396.153,55.191,26.217,22.92,22.007,67.482,54.039,12.799
2017_11_08_hctg_leica63x,Position006,control,20,213,27,71.58,54.256,26.549,15.75,5.787,133.881,396.153,55.089,26.319,22.92,22.007,67.482,45.674,12.213
2017_11_08_hctg_leica63x,Position006,control,20,214,30,71.009,54.393,25.785,14.931,6.055,133.713,410.503,55.178,26.119,23.556,22.188,23.099,58.617,11.909
2017_11_08_hctg_leica63x,Position007,control,21,47,-15,369.396,48.295,28.061,23.734,19.817,136.613,1581.156,52.415,28.725,54.905,36.666,160.517,,
2017_11_08_hctg_leica63x,Position007,control,21,48,-12,339.4,46.927,27.083,22.808,18.947,90.281,1505.568,52.353,27.908,51.006,37.583,162.355,,
2017_11_08_hctg_leica63x,Position007,control,21,49,-9,339.4,46.927,27.083,22.808,18.947,90.281,1588.528,52.706,29.739,50.071,40.394,174.877,,
2017_11_08_hctg_leica63x,Position007,control,21,50,-6,289.447,47.481,28.019,23.17,15.905,77.404,1194.327,52.85,29.617,46.839,32.466,164.967,,
2017_11_08_hctg_leica63x,Position007,control,21,51,-3,306.766,47.572,27.61,23.02,16.967,74.862,1029.829,51.414,29.771,42.87,30.586,159.752,,
2017_11_08_hctg_leica63x,Position007,control,21,52,0,200.268,47.323,26.104,18.71,13.628,66.464,768.613,51.435,28.813,37.015,26.438,163.273,,
2017_11_08_hctg_leica63x,Position007,control,21,53,3,151.997,49.788,28.928,16.231,11.923,79.832,508.903,51.513,29.159,27.405,23.643,162.886,,
2017_11_08_hctg_leica63x,Position007,control,21,54,6,159.597,51.116,28.919,15.971,12.724,86.698,451.048,51.632,29.711,25.089,22.89,162.522,,
2017_11_08_hctg_leica63x,Position007,control,21,55,9,109.645,52.411,29.854,15.257,9.15,76.408,441.808,51.835,29.891,24.203,23.242,176.294,-13.473,10.059
2017_11_08_hctg_leica63x,Position007,control,21,56,12,67.583,52.983,30.175,15.655,5.497,70.487,422.277,52.303,29.577,23.433,22.944,42.909,-23.477,10.978
2017_11_08_hctg_leica63x,Position007,control,21,57,15,56.868,54.194,30.901,14.939,4.847,75.292,429.576,52.342,29.902,23.894,22.891,127.282,-16.302,11.254
2017_11_08_hctg_leica63x,Position007,control,21,58,18,58.882,53.959,30.971,15.118,4.959,67.575,427.209,52.742,30.102,23.775,22.878,162.856,-23.629,10.657
2017_11_08_hctg_leica63x,Position007,control,21,59,21,60.886,53.479,31.058,14.937,5.19,68.95,429.369,52.798,30.653,23.802,22.968,9.228,-25.755,12.852
2017_11_08_hctg_leica63x,Position007,control,22,63,-15,369.48,50.831,48.37,26.013,18.084,155.806,1326.108,51.23,46.018,55.719,30.303,115.039,,
2017_11_08_hctg_leica63x,Position007,control,22,64,-12,340.49,51.463,48.153,25.272,17.155,153.006,1247.145,51.492,46.305,58.209,27.28,117.113,,
2017_11_08_hctg_leica63x,Position007,control,22,65,-9,312.508,51.906,48.474,23.826,16.7,136.425,1005.47,51.207,45.044,57.209,22.378,115.349,,
2017_11_08_hctg_leica63x,Position007,control,22,66,-6,307.368,50.89,45.15,23.297,16.799,143.775,976.045,51.003,44.173,55.818,22.264,116.256,,
2017_11_08_hctg_leica63x,Position007,control,22,67,-3,293.206,50.831,45.418,23.22,16.078,141.079,959.691,50.528,43.632,52.996,23.057,117.3,,
2017_11_08_hctg_leica63x,Position007,control,22,68,0,219.767,48.848,47.261,22.116,12.652,141.996,685.071,50.524,44.945,37.676,23.151,117.229,,
2017_11_08_hctg_leica63x,Position007,control,22,69,3,121.253,48.972,48.263,15.326,10.073,143.951,526.626,49.977,45.856,31.039,21.603,114.899,,
2017_11_08_hctg_leica63x,Position007,control,22,70,6,129.86,48.31,47.448,13.823,11.961,155.024,457.797,49.317,46.086,27.398,21.274,120.682,,
2017_11_08_hctg_leica63x,Position007,control,22,71,9,143.68,47.918,47.891,15.595,11.731,174.74,434.944,49.102,45.831,25.342,21.853,119.301,-21.318,8.969
2017_11_08_hctg_leica63x,Position007,control,22,72,12,93.717,47.793,44.938,15.006,7.952,1.589,417.563,48.806,45.604,24.323,21.858,126.434,98.664,10.823
2017_11_08_hctg_leica63x,Position007,control,22,73,15,86.48,47.701,44.522,14.627,7.528,0.245,406.256,48.631,45.209,23.558,21.957,129.12,103.517,10.899
2017_11_08_hctg_leica63x,Position007,control,22,74,18,76.159,46.787,44.507,13.808,7.023,6.082,406.256,48.427,45.209,23.558,21.957,129.12,104.664,11.22
2017_11_08_hctg_leica63x,Position007,control,22,75,21,82.057,46.606,44.702,14.79,7.064,14.082,409.714,48.193,45.478,23.5,22.198,142.453,114.027,9.243
2017_11_08_hctg_leica63x,Position007,control,22,76,24,69.66,46.542,44.421,14.793,5.996,5.377,418.404,48.038,45.207,23.274,22.89,112.767,88.755,9.445
2017_11_08_hctg_leica63x,Position007,control,22,77,27,59.349,46.196,44.122,13.47,5.61,0.49,418.404,48.038,45.207,23.274,22.89,112.767,77.525,11.833
2017_11_08_hctg_leica63x,Position007,control,23,69,-15,257.54,33.649,19.382,24.854,13.194,31.931,950.025,33.471,20.885,41.704,29.005,20.406,,
2017_11_08_hctg_leica63x,Position007,control,23,70,-12,257.54,33.649,19.382,24.854,13.194,31.931,899.792,34.545,21.549,39.408,29.072,26.852,,
2017_11_08_hctg_leica63x,Position007,control,23,71,-9,249.452,33.057,20.21,24.212,13.118,37.851,899.792,34.545,21.549,39.408,29.072,26.852,,
2017_11_08_hctg_leica63x,Position007,control,23,72,-6,249.452,33.057,20.21,24.212,13.118,37.851,722.512,34.314,21.568,35.679,25.783,28.413,,
2017_11_08_hctg_leica63x,Position007,control,23,73,-3,214.814,31.609,19.801,22.934,11.926,43.116,636.271,33.222,21.334,32.182,25.173,17.122,,
2017_11_08_hctg_leica63x,Position007,control,23,74,0,195.439,30.298,19.472,21.35,11.656,49.617,591.084,33.081,20.833,30.979,24.294,16.199,,
2017_11_08_hctg_leica63x,Position007,control,23,75,3,168.111,31.2,18.823,16.949,12.629,42.525,531.434,31.741,19.849,29.047,23.294,6.26,,
2017_11_08_hctg_leica63x,Position007,control,23,76,6,140.825,29.35,18.767,13.641,13.145,31.55,430.968,29.666,20.033,24.72,22.198,7.253,,
2017_11_08_hctg_leica63x,Position007,control,23,77,9,138.156,28.204,18.654,13.562,12.97,179.494,394.565,28.927,19.599,22.801,22.033,168.686,42.955,8.147
2017_11_08_hctg_leica63x,Position007,control,23,78,12,140.036,27.436,19.166,14.629,12.188,124.847,391.803,28.095,19.556,22.76,21.918,153.372,46.494,8.326
2017_11_08_hctg_leica63x,Position007,control,23,79,15,104.619,26.363,19.679,15.136,8.801,150.883,383.465,27.629,19.593,22.982,21.244,133.404,65.026,8.231
2017_11_08_hctg_leica63x,Position007,control,23,80,18,86.823,26.446,19.84,15.446,7.157,154.642,378.938,27.265,19.425,22.628,21.322,126.05,63.172,10.003
2017_11_08_hctg_leica63x,Position007,control,23,81,21,81.88,26.943,19.62,14.28,7.301,166.056,378.938,26.858,20.138,22.628,21.322,126.05,74.445,10.246
2017_11_08_hctg_leica63x,Position007,control,23,82,24,94.236,26.753,19.308,15.444,7.769,163.242,378.938,26.45,20.138,22.628,21.322,126.05,76.792,10.246
2017_11_08_hctg_leica63x,Position007,control,23,83,27,82.545,26.787,17.934,15.982,6.576,178.467,378.938,26.552,19.425,22.628,21.322,126.05,94.086,10.011
2017_11_08_hctg_leica63x,Position007,control,23,84,30,76.159,27.545,18.609,15.066,6.436,12.753,378.938,27.163,19.527,22.628,21.322,126.05,115.084,10.554
2017_11_08_hctg_leica63x,Position007,control,23,85,33,74.965,27.122,18.252,15.245,6.261,7.101,391.408,26.741,19.414,22.782,21.875,114.541,94.236,11.086
2017_11_08_hctg_leica63x,Position007,control,24,91,-15,334.686,53.516,38.573,27.789,15.335,5.299,1370.194,55.537,36.465,47.53,36.705,4.988,,
2017_11_08_hctg_leica63x,Position007,control,24,92,-12,334.686,53.516,38.573,27.789,15.335,5.299,1184.639,55.278,35.268,46.062,32.745,7.136,,
2017_11_08_hctg_leica63x,Position007,control,24,93,-9,327.989,54.422,39.053,27.195,15.356,178.901,1205.54,54.64,36.17,43.929,34.941,7.37,,
2017_11_08_hctg_leica63x,Position007,control,24,94,-6,269.678,54.461,39.475,26.105,13.153,7.21,1071.34,54.089,37.314,43.965,31.026,178.055,,
2017_11_08_hctg_leica63x,Position007,control,24,95,-3,254.955,54.717,38.557,23.516,13.804,8.09,775.549,54.241,35.914,37.405,26.399,8.437,,
2017_11_08_hctg_leica63x,Position007,control,24,96,0,188.441,56.214,38.358,18.203,13.181,14.495,604.198,55.43,35.977,30.997,24.818,7.14,,
2017_11_08_hctg_leica63x,Position007,control,24,97,3,154.478,56.766,37.163,15.263,12.887,12.097,493.017,56.066,35.81,26.963,23.281,15.299,,
2017_11_08_hctg_leica63x,Position007,control,24,98,6,117.037,56.74,36.172,13.257,11.24,177.467,422.506,55.695,35.586,24.505,21.953,23.917,,
2017_11_08_hctg_leica63x,Position007,control,24,99,9,142.143,55.943,36.559,14.985,12.078,172.575,424.52,55.573,35.968,24.405,22.148,34.94,-2.626,11.118
2017_11_08_hctg_leica63x,Position007,control,24,100,12,148.301,55.886,36.23,14.38,13.131,40.151,421.052,55.631,35.776,23.661,22.657,29.047,62.865,9.16
2017_11_08_hctg_leica63x,Position007,control,24,101,15,95.555,55.727,38.221,13.887,8.761,173,409.184,55.838,35.68,23.584,22.091,28.39,80.446,10.436
2017_11_08_hctg_leica63x,Position007,control,24,102,18,83.293,55.71,37.52,15.008,7.066,11.971,407.627,55.552,35.656,23.456,22.127,36.071,111.306,10.937
2017_11_08_hctg_leica63x,Position007,control,24,103,21,57.086,55.177,35.155,14.325,5.074,14.941,407.627,55.552,35.656,23.456,22.127,36.071,109.747,12.667
2017_11_08_hctg_leica63x,Position007,control,24,104,24,59.391,55.429,33.691,14.795,5.111,179.565,407.627,55.858,35.35,23.456,22.127,36.071,91.332,13.148
2017_11_08_hctg_leica63x,Position007,control,24,105,27,55.196,55.873,34.001,14.399,4.881,14.565,407.627,55.858,35.248,23.456,22.127,36.071,106.654,12.402
2017_11_08_hctg_leica63x,Position008,control,25,40,-15,358.494,38.392,43.097,25.148,18.15,65.546,1021.958,37.667,43.986,52.282,24.888,66.171,,
2017_11_08_hctg_leica63x,Position008,control,25,41,-12,349.326,39.235,44.24,24.993,17.796,73.192,901.744,38.374,43.992,47.185,24.333,66.436,,
2017_11_08_hctg_leica63x,Position008,control,25,42,-9,326.629,38.701,43.163,22.776,18.259,75.434,810.924,38.448,42.671,43.217,23.891,63.003,,
2017_11_08_hctg_leica63x,Position008,control,25,43,-6,286.706,38.517,43.069,22.74,16.053,87.805,769.288,37.975,42.768,44.143,22.189,66.463,,
2017_11_08_hctg_leica63x,Position008,control,25,44,-3,260.489,38.539,43.037,21.104,15.716,89.824,735.595,37.742,43.309,43.348,21.607,66.333,,
2017_11_08_hctg_leica63x,Position008,control,25,45,0,194.339,38.755,42.886,20.126,12.295,100.521,637.901,37.811,43.726,36.876,22.025,67.232,,
2017_11_08_hctg_leica63x,Position008,control,25,46,3,168.132,39.425,44.764,17.392,12.308,101.58,505.248,37.404,44.498,30.815,20.876,69.872,,
2017_11_08_hctg_leica63x,Position008,control,25,47,6,143.213,38.101,46.593,16.89,10.796,120.202,462.542,37.543,45.434,26.93,21.869,72.797,,
2017_11_08_hctg_leica63x,Position008,control,25,48,9,101.234,38.291,46.426,17.811,7.237,120.701,441.963,37.458,45.951,24.824,22.669,76.142,34.403,11.343
2017_11_08_hctg_leica63x,Position008,control,25,49,12,74.955,37.836,46.122,17.788,5.365,120.2,423.71,37.634,46.228,23.962,22.514,79.354,33.69,11.022
2017_11_08_hctg_leica63x,Position008,control,25,50,15,74.737,37.414,46.074,16.1,5.911,131.765,410.96,37.444,46.598,23.515,22.251,95.007,46.507,10.86
2017_11_08_hctg_leica63x,Position008,control,25,51,18,75.069,38.078,46.738,16.925,5.647,135.86,393.859,37.258,46.786,23.11,21.699,107.141,58.325,11.291
2017_11_08_hctg_leica63x,Position008,control,25,52,21,69.805,38.038,45.6,16.507,5.384,141.393,393.859,37.258,46.786,23.11,21.699,107.141,61.213,10.61
2017_11_08_hctg_leica63x,Position008,control,25,53,24,58.353,38.048,44.842,14.663,5.067,148.431,393.859,37.36,46.379,23.11,21.699,107.141,81.724,11.317
2017_11_08_hctg_leica63x,Position008,control,25,54,27,62.755,37.753,46.065,14.686,5.441,147.215,393.859,37.36,46.786,23.11,21.699,107.141,69.749,11.155
2017_11_08_hctg_leica63x,Position008,control,26,57,-15,321.354,43.246,46.244,22.752,17.984,149.926,1247.457,43.174,43.565,54.199,29.305,148.317,,
2017_11_08_hctg_leica63x,Position008,control,26,58,-12,305.468,42.467,44.432,23.271,16.713,154.275,1143.19,43.202,42.527,54.501,26.707,150.294,,
2017_11_08_hctg_leica63x,Position008,control,26,59,-9,302.187,42.699,43.536,24.362,15.793,157.929,1052.796,42.649,42.071,54.452,24.617,145.229,,
2017_11_08_hctg_leica63x,Position008,control,26,60,-6,277.912,42.113,43.658,22.567,15.68,151.972,1019.311,41.792,42.683,54.253,23.922,140.948,,
2017_11_08_hctg_leica63x,Position008,control,26,61,-3,280.726,42.465,43.501,22.543,15.855,147.054,826.654,41.908,42.203,47.756,22.04,142.398,,
2017_11_08_hctg_leica63x,Position008,control,26,62,0,224.938,43.178,44.436,19.463,14.715,129.857,674.013,43.069,43.79,37.169,23.089,140.944,,
2017_11_08_hctg_leica63x,Position008,control,26,63,3,161.747,44.088,44.888,16.282,12.648,132.012,527.976,43.679,44.44,30.819,21.812,135.45,,
2017_11_08_hctg_leica63x,Position008,control,26,64,6,123.226,44.299,44.082,14.606,10.742,87.135,437.987,43.637,43.25,25.657,21.735,141.368,,
2017_11_08_hctg_leica63x,Position008,control,26,65,9,98.057,43.326,43.78,15.436,8.088,78.062,414.76,43.064,42.882,24.653,21.421,150.31,-5.947,9.842
2017_11_08_hctg_leica63x,Position008,control,26,66,12,93.707,43.027,43.723,14.985,7.962,92.989,390.09,42.787,42.707,23.984,20.709,154.164,0.61,9.646
2017_11_08_hctg_leica63x,Position008,control,26,67,15,86.833,43.575,44.166,15.293,7.229,87.584,392.571,42.932,43.024,23.448,21.317,157.492,6.843,10.255
2017_11_08_hctg_leica63x,Position008,control,26,68,18,76.699,45.049,43.307,14.409,6.778,84.116,388.678,42.747,42.586,23.15,21.377,161.136,7.481,10.145
2017_11_08_hctg_leica63x,Position008,control,26,69,21,77.561,45.388,43.353,14.825,6.661,99.879,389.051,42.638,42.615,23.432,21.14,163.094,14.036,10.149
2017_11_08_hctg_leica63x,Position008,control,26,70,24,75.63,44.868,43.604,15.178,6.345,104.931,389.051,43.148,42.309,23.432,21.14,163.094,19.156,10.227
2017_11_08_hctg_leica63x,Position008,control,26,71,27,72.826,43.614,43.213,14.792,6.269,103.766,393.724,42.525,42.57,22.85,21.939,7.125,13.897,10.149
2017_11_08_hctg_leica63x,Position008,control,26,72,30,74.903,43.548,42.751,14.769,6.458,109.481,393.724,43.034,42.468,22.85,21.939,7.125,12.265,9.608
2017_11_08_hctg_leica63x,Position008,control,26,73,33,76.076,44.932,42.725,15.18,6.381,114.251,393.724,43.034,42.468,22.85,21.939,7.125,21.114,11.013
2017_11_08_hctg_leica63x,Position008,control,27,128,-15,277.05,56.379,42.347,23.936,14.737,16.329,1752.85,56.881,37.966,69.418,32.15,13,,
2017_11_08_hctg_leica63x,Position008,control,27,129,-12,277.05,56.379,42.347,23.936,14.737,16.329,1752.85,56.881,37.966,69.418,32.15,13,,
2017_11_08_hctg_leica63x,Position008,control,27,130,-9,277.05,56.379,42.347,23.936,14.737,16.329,1753.255,58.106,37.485,67.563,33.041,9.333,,
2017_11_08_hctg_leica63x,Position008,control,27,131,-6,300.651,55.281,41.157,24.826,15.42,10.882,1478.178,57.256,37.384,64.986,28.961,12.104,,
2017_11_08_hctg_leica63x,Position008,control,27,132,-3,329.09,56.938,38.866,24.798,16.897,13.304,1041.416,57.894,37.6,55.976,23.688,16.98,,
2017_11_08_hctg_leica63x,Position008,control,27,133,0,242.859,59.141,38.048,19.081,16.206,1.165,623.635,59.493,36.987,37.839,20.985,12.695,,
2017_11_08_hctg_leica63x,Position008,control,27,134,3,140.939,58.548,35.812,15.477,11.594,174.139,529.814,59.09,35.874,30.793,21.907,14.371,,
2017_11_08_hctg_leica63x,Position008,control,27,135,6,130.795,60.197,34.632,15.445,10.782,170.831,451.568,59.766,35.077,26.353,21.817,12.932,,
2017_11_08_hctg_leica63x,Position008,control,27,136,9,97.486,60.244,34.657,15.378,8.071,177.135,433.428,60.161,34.484,25.1,21.986,14.176,-88.877,10.395
2017_11_08_hctg_leica63x,Position008,control,27,137,12,72.183,60.105,34.902,14.62,6.286,158.225,431.456,60.871,33.906,24.497,22.425,7.965,-100.008,10.543
2017_11_08_hctg_leica63x,Position008,control,27,138,15,74.664,60.085,33.872,16.14,5.89,138.09,428.652,60.679,33.69,23.418,23.305,27.025,-123.261,11.343
2017_11_08_hctg_leica63x,Position008,control,27,139,18,77.011,62.43,32.421,17.305,5.666,109.899,427.967,60.966,33.002,23.899,22.801,11.719,-158.385,11.618
2017_11_08_hctg_leica63x,Position008,control,27,140,21,83.677,61.637,32.608,17.365,6.135,116.947,422.35,61.469,32.901,23.323,23.057,41.18,-161.928,10.225
2017_11_08_hctg_leica63x,Position008,control,27,141,24,91.993,61.059,32.846,16.929,6.919,113.201,422.35,61.469,32.901,23.323,23.057,41.18,-177.859,10.942
2017_11_08_hctg_leica63x,Position008,control,27,142,27,85.836,60.442,32.255,16.466,6.637,107.919,422.35,61.469,32.901,23.323,23.057,41.18,-174.094,11.89
2017_11_08_hctg_leica63x,Position008,control,27,143,30,78.174,59.579,32.788,15.313,6.5,105.82,405.041,60.897,32.593,23.062,22.362,25.965,163.095,10.873
2017_11_08_hctg_leica63x,Position008,control,27,144,33,64.51,58.458,34.029,14.161,5.8,115.454,399.258,61.053,32.802,22.848,22.249,3.781,-160.478,11.817
2017_11_08_hctg_leica63x,Position008,control,27,145,36,66.088,58.9,32.27,15.354,5.48,97.577,395.8,60.696,32.664,22.586,22.312,162.057,175.914,11.447
2017_11_08_hctg_leica63x,Position008,control,27,146,39,68.227,60.148,32.461,15.508,5.602,122.36,395.8,60.696,32.664,22.586,22.312,162.057,-156.922,12.756
2017_11_08_hctg_leica63x,Position008,control,27,147,42,75.048,62.32,32.287,16.399,5.827,124.801,395.8,61.104,32.052,22.586,22.312,162.057,-138.085,12.028
2017_11_08_hctg_leica63x,Position008,control,27,148,45,77.385,61.407,32.438,16.681,5.907,133.744,395.8,61.104,32.052,22.586,22.312,162.057,-142.087,13.411
2017_11_08_hctg_leica63x,Position008,control,27,149,48,65.257,60.995,32.682,14.788,5.619,132.896,395.8,61.206,31.645,22.586,22.312,162.057,-137.4,12.023
2017_11_08_hctg_leica63x,Position008,control,27,150,51,72.048,61.729,32.701,16.229,5.652,138.961,395.8,61.511,31.543,22.586,22.312,162.057,-136.695,12.207
2017_11_08_hctg_leica63x,Position008,control,27,151,54,69.628,61.927,32.379,17.12,5.178,135.907,395.8,61.511,31.95,22.586,22.312,162.057,-128.66,12.413
2017_11_08_hctg_leica63x,Position008,control,28,183,-15,434.186,46.055,48.133,28.007,19.739,16.294,1715.222,45.856,51.458,53.97,40.465,52.606,,
2017_11_08_hctg_leica63x,Position008,control,28,184,-12,383.237,47.017,48.248,26.043,18.737,16.947,1660.919,46.608,48.329,48.951,43.201,60.142,,
2017_11_08_hctg_leica63x,Position008,control,28,185,-9,388.138,47.851,47.486,25.574,19.324,7.961,1468.708,47.443,50.052,49.186,38.019,59.396,,
2017_11_08_hctg_leica63x,Position008,control,28,186,-6,334.281,47.007,47.706,24.01,17.727,1.523,1209.974,47.316,50.114,46.603,33.057,66.638,,
2017_11_08_hctg_leica63x,Position008,control,28,187,-3,343.304,46.876,46.736,24.254,18.022,174.652,958.601,46.951,49.313,39.913,30.579,67.564,,
2017_11_08_hctg_leica63x,Position008,control,28,188,0,229.06,46.321,45.646,19.854,14.689,170.269,553.041,46.972,47.111,28.945,24.327,73.662,,
2017_11_08_hctg_leica63x,Position008,control,28,189,3,145.892,48.038,44.318,15.687,11.841,171.897,461.38,47.914,46.198,25.702,22.856,75.856,,
2017_11_08_hctg_leica63x,Position008,control,28,190,6,111.379,48.498,44.084,15.824,8.962,168.417,434.955,48.412,45.52,24.887,22.253,78.641,,
2017_11_08_hctg_leica63x,Position008,control,28,191,9,110.257,48.876,43.555,17.116,8.202,177.629,413.742,48.418,45.283,24.032,21.921,71.371,81.293,11.471
2017_11_08_hctg_leica63x,Position008,control,28,192,12,117.681,48.58,43.566,16.08,9.318,177.145,393.392,48.769,45.069,22.702,22.063,63.842,92.182,10.673
2017_11_08_hctg_leica63x,Position008,control,28,193,15,103.82,48.801,43.887,16.442,8.04,173.856,388.896,48.823,44.657,22.964,21.562,88.055,78.996,11.151
2017_11_08_hctg_leica63x,Position008,control,28,194,18,75.651,48.709,44.784,15.207,6.334,169.536,396.725,48.628,44.498,22.937,22.022,76.333,66.251,11.132
2017_11_08_hctg_leica63x,Position008,control,28,195,21,70.127,48.369,45.43,14.585,6.122,171.587,390.744,48.988,44.304,22.904,21.722,90.576,63.905,11.119
2017_11_08_hctg_leica63x,Position008,control,28,196,24,73.065,48.429,43.842,15.743,5.909,169.086,390.744,48.988,44.304,22.904,21.722,90.576,67.62,11.303
2017_11_08_hctg_leica63x,Position008,control,29,197,-15,351.122,45.019,48.915,25.57,17.484,10.83,1153.231,45.383,47.993,48.796,30.091,16.77,,
2017_11_08_hctg_leica63x,Position008,control,29,198,-12,345.453,45.251,49.051,25.547,17.217,9.761,1153.231,45.383,47.993,48.796,30.091,16.77,,
2017_11_08_hctg_leica63x,Position008,control,29,199,-9,348.963,44.556,49.375,26.457,16.794,8.383,1079.086,45.378,48.176,49.371,27.829,20.788,,
2017_11_08_hctg_leica63x,Position008,control,29,200,-6,316.734,43.649,49.318,24.983,16.142,10.058,922.396,44.871,48.47,46.546,25.232,22.353,,
2017_11_08_hctg_leica63x,Position008,control,29,201,-3,256.678,44.737,49.627,23.045,14.181,10.576,832.738,44.951,47.478,44.168,24.006,24.49,,
2017_11_08_hctg_leica63x,Position008,control,29,202,0,187.683,43.531,49.257,20.782,11.499,10.546,610.168,43.86,48.462,35.839,21.677,19.741,,
2017_11_08_hctg_leica63x,Position008,control,29,203,3,144.604,43.318,47.752,15.651,11.764,177.08,455.077,43.352,47.769,26.984,21.473,16.685,,
2017_11_08_hctg_leica63x,Position008,control,29,204,6,125.416,43.424,47.198,15.474,10.32,168.341,421.654,43.358,47.312,24.08,22.295,7.367,,
2017_11_08_hctg_leica63x,Position008,control,29,205,9,102.242,42.806,47.072,14.594,8.92,0.111,402.394,43.401,46.986,23.159,22.123,179.802,98.202,11.435
2017_11_08_hctg_leica63x,Position008,control,29,206,12,85.784,43.632,46.984,16.228,6.731,169.557,393.568,43.399,47.328,22.872,21.909,167.99,79.346,10.522
2017_11_08_hctg_leica63x,Position008,control,29,207,15,81.455,44.253,47.326,16.213,6.397,167.606,387.048,43.592,47.426,22.493,21.909,160.52,87.325,10.913
2017_11_08_hctg_leica63x,Position008,control,29,208,18,81.735,43.967,47.569,16.908,6.155,159.449,395.094,43.607,47.293,22.918,21.95,10.09,62.076,11.509
2017_11_08_hctg_leica63x,Position008,control,29,209,21,82.078,43.477,47.466,16.479,6.342,158.067,395.094,43.505,47.802,22.918,21.95,10.09,62.333,11.805
2017_11_08_hctg_leica63x,Position008,control,29,210,24,81.216,43.079,47.435,16.665,6.205,152.157,403.484,43.475,47.429,23.201,22.143,19.918,54.162,11.312
2017_11_08_hctg_leica63x,Position008,control,29,211,27,74.259,43.871,46.899,16.14,5.858,153.687,400.276,43.636,47.276,22.768,22.384,77.645,58.109,10.758
2017_11_08_hctg_leica63x,Position008,control,29,212,30,69.494,44.075,46.347,16.151,5.478,160.369,384.524,43.409,47.118,22.754,21.517,22.636,59.783,10.713
2017_11_08_hctg_leica63x,Position009,control,30,49,-15,301.19,31.398,38.376,23.604,16.247,101.582,1018.023,30.074,35.685,42.822,30.269,77.712,,
2017_11_08_hctg_leica63x,Position009,control,30,50,-12,312.207,31.799,37.002,24.179,16.44,99.068,978.724,30.835,36.42,43.66,28.542,74.022,,
2017_11_08_hctg_leica63x,Position009,control,30,51,-9,299.031,32.595,36.666,24.564,15.5,99.168,881.331,32.439,36.602,43.055,26.063,74.02,,
2017_11_08_hctg_leica63x,Position009,control,30,52,-6,272.263,32.748,36.794,23.802,14.564,94.837,831.472,32.335,36.472,42.248,25.058,67.247,,
2017_11_08_hctg_leica63x,Position009,control,30,53,-3,271.682,31.352,34.888,23.047,15.009,108.986,727.361,31.032,36.661,37.705,24.562,77.679,,
2017_11_08_hctg_leica63x,Position009,control,30,54,0,201.732,31.676,36.829,23.233,11.056,108.966,607.541,29.856,37.319,33.771,22.905,83.853,,
2017_11_08_hctg_leica63x,Position009,control,30,55,3,142.413,28.876,36.486,15.258,11.884,117.73,483.039,28.367,37.176,27.632,22.258,88.058,,
2017_11_08_hctg_leica63x,Position009,control,30,56,6,153.855,27.186,37.317,15.378,12.739,105.033,412.091,27.319,37.413,23.863,21.987,76.604,,
2017_11_08_hctg_leica63x,Position009,control,30,57,9,175.141,25.937,37.172,15.839,14.079,96.058,402.975,26.667,37.334,23.232,22.086,72.561,82.999,5.902
2017_11_08_hctg_leica63x,Position009,control,30,58,12,164.519,24.663,37.742,15.24,13.744,68.726,401.252,26.093,37.187,22.866,22.343,118.385,151.742,9.255
2017_11_08_hctg_leica63x,Position009,control,30,59,15,123.745,24.671,38.033,15.636,10.077,69.435,387.66,25.948,37.063,22.39,22.045,12.628,164.846,10.121
2017_11_08_hctg_leica63x,Position009,control,30,60,18,107.495,24.825,36.892,16.155,8.472,29.985,387.66,25.948,37.572,22.39,22.045,12.628,130.778,10.765
2017_11_08_hctg_leica63x,Position009,control,30,61,21,98.068,24.966,37,15.896,7.855,30.489,380.34,25.598,37.271,22.657,21.374,55.505,123.546,11.248
2017_11_08_hctg_leica63x,Position009,control,30,62,24,84.03,24.56,36.71,15.297,6.994,8.07,390.505,25.55,36.604,22.665,21.938,98.632,117.3,10.688
2017_11_08_hctg_leica63x,Position009,control,31,142,-15,370.051,27.816,31.446,25.782,18.275,89.442,1314.354,27.205,33.702,48.18,34.734,94.969,,
2017_11_08_hctg_leica63x,Position009,control,31,143,-12,338.164,26.779,30.407,25.592,16.824,90.173,1314.354,27.205,33.702,48.18,34.734,94.969,,
2017_11_08_hctg_leica63x,Position009,control,31,144,-9,344.955,27.288,31.557,26.348,16.67,88.193,1171.546,27.189,31.718,48.228,30.929,89.538,,
