cell_id,condition,time,spindle_angle
54,micropattern_lgn_rnai,9,-6.434154
54,micropattern_lgn_rnai,12,-7.639308
54,micropattern_lgn_rnai,15,-2.14404
54,micropattern_lgn_rnai,18,-5.822916
54,micropattern_lgn_rnai,21,-23.327179
54,micropattern_lgn_rnai,24,-17.321271
54,micropattern_lgn_rnai,27,-14.558169
54,micropattern_lgn_rnai,30,5.115921
54,micropattern_lgn_rnai,33,36.6288
54,micropattern_lgn_rnai,36,15.618488
54,micropattern_lgn_rnai,39,-22.386571
54,micropattern_lgn_rnai,42,12.841072
54,micropattern_lgn_rnai,45,4.188702
54,micropattern_lgn_rnai,48,8.861691
54,micropattern_lgn_rnai,51,12.158192
54,micropattern_lgn_rnai,54,17.149317
54,micropattern_lgn_rnai,57,11.471672
55,micropattern_lgn_rnai,0,-32.126411
55,micropattern_lgn_rnai,3,-55.465858
55,micropattern_lgn_rnai,6,-55.801185
55,micropattern_lgn_rnai,9,-39.444663
56,micropattern_lgn_rnai,0,47.562731
56,micropattern_lgn_rnai,3,19.726334
56,micropattern_lgn_rnai,6,8.275627
56,micropattern_lgn_rnai,9,-6.60929
56,micropattern_lgn_rnai,12,4.218803
56,micropattern_lgn_rnai,15,24.105235
56,micropattern_lgn_rnai,18,24.787228
57,micropattern_lgn_rnai,0,-40.605663
57,micropattern_lgn_rnai,3,-22.162953
57,micropattern_lgn_rnai,6,-23.244434
57,micropattern_lgn_rnai,9,-36.050674
57,micropattern_lgn_rnai,12,-10.371548
57,micropattern_lgn_rnai,15,5.33753
57,micropattern_lgn_rnai,18,-8.534899
57,micropattern_lgn_rnai,21,-22.242433
57,micropattern_lgn_rnai,24,-24.793805
57,micropattern_lgn_rnai,27,-21.368714
57,micropattern_lgn_rnai,30,-19.830259
57,micropattern_lgn_rnai,33,4.154648
57,micropattern_lgn_rnai,36,36.016538
57,micropattern_lgn_rnai,39,14.201296
57,micropattern_lgn_rnai,42,2.583886
57,micropattern_lgn_rnai,45,-4.052483
57,micropattern_lgn_rnai,48,-1.846582
57,micropattern_lgn_rnai,51,20.827951
57,micropattern_lgn_rnai,54,19.814315
57,micropattern_lgn_rnai,57,25.815478
57,micropattern_lgn_rnai,60,21.556295
57,micropattern_lgn_rnai,63,18.951111
58,micropattern_lgn_rnai,0,10.388808
58,micropattern_lgn_rnai,3,11.023973
58,micropattern_lgn_rnai,6,12.84283
58,micropattern_lgn_rnai,9,-2.679434
58,micropattern_lgn_rnai,12,-16.132636
58,micropattern_lgn_rnai,15,-29.909293
58,micropattern_lgn_rnai,18,-29.502431
59,micropattern_lgn_rnai,0,-11.82
59,micropattern_lgn_rnai,3,-10.008483
59,micropattern_lgn_rnai,6,-11.505268
59,micropattern_lgn_rnai,9,-23.650119
59,micropattern_lgn_rnai,12,-25.357602
59,micropattern_lgn_rnai,15,-25.876719
59,micropattern_lgn_rnai,18,-22.094242
59,micropattern_lgn_rnai,21,-10.539726
59,micropattern_lgn_rnai,24,-12.090593
59,micropattern_lgn_rnai,27,-23.631963
59,micropattern_lgn_rnai,30,-21.835952
59,micropattern_lgn_rnai,33,-20.769964
59,micropattern_lgn_rnai,36,-1.89184
59,micropattern_lgn_rnai,39,20.406881
59,micropattern_lgn_rnai,42,17.880519
60,micropattern_lgn_rnai,0,82.192381
60,micropattern_lgn_rnai,3,72.008624
60,micropattern_lgn_rnai,6,57.167501
60,micropattern_lgn_rnai,9,58.512463
60,micropattern_lgn_rnai,12,72.038005
60,micropattern_lgn_rnai,15,57.157273
60,micropattern_lgn_rnai,18,47.448757
60,micropattern_lgn_rnai,21,60.854997
60,micropattern_lgn_rnai,24,43.478871
60,micropattern_lgn_rnai,27,66.284145
60,micropattern_lgn_rnai,30,69.48012
60,micropattern_lgn_rnai,33,52.445051
60,micropattern_lgn_rnai,36,72.633045
60,micropattern_lgn_rnai,39,72.60468
60,micropattern_lgn_rnai,42,66.31401
60,micropattern_lgn_rnai,45,45.013604
60,micropattern_lgn_rnai,48,64.690761
60,micropattern_lgn_rnai,51,80.177586
60,micropattern_lgn_rnai,54,52.360029
60,micropattern_lgn_rnai,57,68.2375
60,micropattern_lgn_rnai,60,77.07913
60,micropattern_lgn_rnai,63,67.029119
60,micropattern_lgn_rnai,66,32.854777
60,micropattern_lgn_rnai,69,35.62004
60,micropattern_lgn_rnai,72,50.636638
60,micropattern_lgn_rnai,75,88.582087
61,micropattern_lgn_rnai,0,-80.461935
61,micropattern_lgn_rnai,3,-88.986677
61,micropattern_lgn_rnai,6,-105.470134
61,micropattern_lgn_rnai,9,-111.623973
61,micropattern_lgn_rnai,12,-92.980598
61,micropattern_lgn_rnai,15,-74.838278
61,micropattern_lgn_rnai,18,-79.770749
62,micropattern_lgn_rnai,0,-71.27953
62,micropattern_lgn_rnai,3,-89.31808
62,micropattern_lgn_rnai,6,-70.776925
62,micropattern_lgn_rnai,9,-66.343775
62,micropattern_lgn_rnai,12,-68.840714
62,micropattern_lgn_rnai,15,-69.095667
62,micropattern_lgn_rnai,18,-76.948932
62,micropattern_lgn_rnai,21,-71.643338
62,micropattern_lgn_rnai,24,-82.481415
63,micropattern_lgn_rnai,0,-43.990457
63,micropattern_lgn_rnai,3,-53.514584
64,micropattern_lgn_rnai,0,53.803868
64,micropattern_lgn_rnai,3,37.339774
64,micropattern_lgn_rnai,6,3.92386
64,micropattern_lgn_rnai,9,-56.561794
64,micropattern_lgn_rnai,12,-132.384835
64,micropattern_lgn_rnai,15,-173.492091
64,micropattern_lgn_rnai,18,-164.086858
65,micropattern_lgn_rnai,0,-55.353516
65,micropattern_lgn_rnai,3,-76.928367
65,micropattern_lgn_rnai,6,-85.268365
65,micropattern_lgn_rnai,9,-91.102617
65,micropattern_lgn_rnai,12,-98.718954
65,micropattern_lgn_rnai,15,-95.546626
65,micropattern_lgn_rnai,18,-104.982054
65,micropattern_lgn_rnai,21,-110.243147
65,micropattern_lgn_rnai,24,-101.99833
66,micropattern_lgn_rnai,0,-14.065635
66,micropattern_lgn_rnai,3,-26.431275
66,micropattern_lgn_rnai,6,-35.879405
66,micropattern_lgn_rnai,9,-60.027766
66,micropattern_lgn_rnai,12,-59.873395
66,micropattern_lgn_rnai,15,-58.372997
66,micropattern_lgn_rnai,18,-47.970365
67,micropattern_lgn_rnai,0,49.713187
67,micropattern_lgn_rnai,3,26.648044
67,micropattern_lgn_rnai,6,20.033714
67,micropattern_lgn_rnai,9,42.560886
67,micropattern_lgn_rnai,12,27.5136
67,micropattern_lgn_rnai,15,30.616772
67,micropattern_lgn_rnai,18,16.797602
67,micropattern_lgn_rnai,21,23.062922
67,micropattern_lgn_rnai,24,34.601198
67,micropattern_lgn_rnai,27,42.609325
67,micropattern_lgn_rnai,30,20.736101
67,micropattern_lgn_rnai,33,53.024731
67,micropattern_lgn_rnai,36,47.217738
68,micropattern_lgn_rnai,0,-68.172741
68,micropattern_lgn_rnai,3,-83.758025
68,micropattern_lgn_rnai,6,-66.58183
68,micropattern_lgn_rnai,9,-70.81059
68,micropattern_lgn_rnai,12,-63.089891
68,micropattern_lgn_rnai,15,-85.373721
68,micropattern_lgn_rnai,18,-91.395121
68,micropattern_lgn_rnai,21,-66.630155
68,micropattern_lgn_rnai,24,-70.179699
69,micropattern_lgn_rnai,0,-59.531838
69,micropattern_lgn_rnai,3,-61.20931
69,micropattern_lgn_rnai,6,-76.032422
69,micropattern_lgn_rnai,9,-62.557727
69,micropattern_lgn_rnai,12,-73.287959
69,micropattern_lgn_rnai,15,-68.111742
70,micropattern_lgn_rnai,0,-62.48974
70,micropattern_lgn_rnai,3,-62.48974
70,micropattern_lgn_rnai,6,-62.48974
70,micropattern_lgn_rnai,9,-62.48974
70,micropattern_lgn_rnai,12,-62.48974
70,micropattern_lgn_rnai,15,-62.48974
70,micropattern_lgn_rnai,18,-62.48974
70,micropattern_lgn_rnai,21,-73.021635
70,micropattern_lgn_rnai,24,-73.743938
70,micropattern_lgn_rnai,27,-59.544515
70,micropattern_lgn_rnai,30,-79.986024
70,micropattern_lgn_rnai,33,-66.640509
70,micropattern_lgn_rnai,36,-55.675433
70,micropattern_lgn_rnai,39,-63.40362
70,micropattern_lgn_rnai,42,-71.260035
71,micropattern_lgn_rnai,0,-19.856214
71,micropattern_lgn_rnai,3,10.600705
71,micropattern_lgn_rnai,6,34.292974
71,micropattern_lgn_rnai,9,18.558652
71,micropattern_lgn_rnai,12,19.06954
71,micropattern_lgn_rnai,15,45.902815
71,micropattern_lgn_rnai,18,18.357379
71,micropattern_lgn_rnai,21,-4.548326
71,micropattern_lgn_rnai,24,19.297071
71,micropattern_lgn_rnai,27,-6.154307
71,micropattern_lgn_rnai,30,14.414028
71,micropattern_lgn_rnai,33,7.675678
71,micropattern_lgn_rnai,36,32.084705
71,micropattern_lgn_rnai,39,19.625835
71,micropattern_lgn_rnai,42,-2.786809
71,micropattern_lgn_rnai,45,10.764947
71,micropattern_lgn_rnai,48,17.091769
71,micropattern_lgn_rnai,51,10.246676
71,micropattern_lgn_rnai,54,17.863665
71,micropattern_lgn_rnai,57,29.792721
71,micropattern_lgn_rnai,60,33.643235
71,micropattern_lgn_rnai,63,37.866312
71,micropattern_lgn_rnai,66,27.733434
72,micropattern_lgn_rnai,0,-65.471608
72,micropattern_lgn_rnai,3,-68.660344
72,micropattern_lgn_rnai,6,-88.422327
72,micropattern_lgn_rnai,9,-61.574538
72,micropattern_lgn_rnai,12,18.07588
72,micropattern_lgn_rnai,15,64.705827
72,micropattern_lgn_rnai,18,31.768542
72,micropattern_lgn_rnai,21,43.86987
72,micropattern_lgn_rnai,24,27.946003
73,micropattern_lgn_rnai,0,-35.101907
73,micropattern_lgn_rnai,3,-18.381589
73,micropattern_lgn_rnai,6,-38.66109
73,micropattern_lgn_rnai,9,-55.733212
74,micropattern_lgn_rnai,0,-78.296768
74,micropattern_lgn_rnai,3,-87.762713
74,micropattern_lgn_rnai,6,-75.556653
74,micropattern_lgn_rnai,9,-69.42905
74,micropattern_lgn_rnai,12,-66.148867
74,micropattern_lgn_rnai,15,-65.574784
74,micropattern_lgn_rnai,18,-68.567726
75,micropattern_lgn_rnai,0,80.09826
75,micropattern_lgn_rnai,3,75.9658
75,micropattern_lgn_rnai,6,55.992396
75,micropattern_lgn_rnai,9,53.493998
75,micropattern_lgn_rnai,12,56.361059
75,micropattern_lgn_rnai,15,67.292065
75,micropattern_lgn_rnai,18,71.219933
75,micropattern_lgn_rnai,21,75.730696
76,micropattern_lgn_rnai,0,-61.865803
76,micropattern_lgn_rnai,3,-70.13314
76,micropattern_lgn_rnai,6,-79.909032
76,micropattern_lgn_rnai,9,-80.68289
76,micropattern_lgn_rnai,12,-70.47247
76,micropattern_lgn_rnai,15,-76.586491
76,micropattern_lgn_rnai,18,-83.265748
76,micropattern_lgn_rnai,21,-75.708003
76,micropattern_lgn_rnai,24,-59.028855
76,micropattern_lgn_rnai,27,-71.412712
76,micropattern_lgn_rnai,30,-73.275106
76,micropattern_lgn_rnai,33,-78.921502
76,micropattern_lgn_rnai,36,-64.652469
76,micropattern_lgn_rnai,39,-73.219312
76,micropattern_lgn_rnai,42,-131.659437
76,micropattern_lgn_rnai,45,-53.602487
76,micropattern_lgn_rnai,48,-56.619005
76,micropattern_lgn_rnai,51,-67.32322
77,micropattern_lgn_rnai,0,-18.105224
77,micropattern_lgn_rnai,3,-23.23948
77,micropattern_lgn_rnai,6,-22.697216
77,micropattern_lgn_rnai,9,-13.553737
77,micropattern_lgn_rnai,12,0.518896
77,micropattern_lgn_rnai,15,-9.374205
77,micropattern_lgn_rnai,18,6.589359
77,micropattern_lgn_rnai,21,-4.336515
78,micropattern_lgn_rnai,0,-74.51897
78,micropattern_lgn_rnai,3,-72.806498
78,micropattern_lgn_rnai,6,-90.368343
78,micropattern_lgn_rnai,9,-92.64548
78,micropattern_lgn_rnai,12,-66.641207
78,micropattern_lgn_rnai,15,-60.202279
78,micropattern_lgn_rnai,18,-77.596852
78,micropattern_lgn_rnai,21,-60.883739
78,micropattern_lgn_rnai,24,-54.872938
78,micropattern_lgn_rnai,27,-60.586141
78,micropattern_lgn_rnai,30,-66.760886
78,micropattern_lgn_rnai,33,-58.295929
78,micropattern_lgn_rnai,36,-56.327537
78,micropattern_lgn_rnai,39,-69.543188
78,micropattern_lgn_rnai,42,-56.608361
78,micropattern_lgn_rnai,45,-55.401095
79,micropattern_lgn_rnai,0,-71.147187
79,micropattern_lgn_rnai,3,-85.833861
79,micropattern_lgn_rnai,6,-74.72265
79,micropattern_lgn_rnai,9,-64.755381
79,micropattern_lgn_rnai,12,-100.176953
79,micropattern_lgn_rnai,15,-102.170418
79,micropattern_lgn_rnai,18,-99.643808
79,micropattern_lgn_rnai,21,-100.537047
79,micropattern_lgn_rnai,24,-93.566352
79,micropattern_lgn_rnai,27,-76.797066
79,micropattern_lgn_rnai,30,-79.568748
79,micropattern_lgn_rnai,33,-63.383619
79,micropattern_lgn_rnai,36,-68.223408
79,micropattern_lgn_rnai,39,-75.111799
79,micropattern_lgn_rnai,42,-54.223154
79,micropattern_lgn_rnai,45,-18.002454
79,micropattern_lgn_rnai,48,-25.625952
79,micropattern_lgn_rnai,51,-16.572453
79,micropattern_lgn_rnai,54,-53.429281
79,micropattern_lgn_rnai,57,28.101847
79,micropattern_lgn_rnai,60,13.672718
79,micropattern_lgn_rnai,63,15.152711
80,micropattern_lgn_rnai,0,7.539958
80,micropattern_lgn_rnai,3,-10.481967
80,micropattern_lgn_rnai,6,-2.370162
80,micropattern_lgn_rnai,9,5.766684
81,micropattern_lgn_rnai,0,-59.741022
81,micropattern_lgn_rnai,3,-64.181237
81,micropattern_lgn_rnai,6,-50.20725
81,micropattern_lgn_rnai,9,-52.335878
81,micropattern_lgn_rnai,12,-57.162707
81,micropattern_lgn_rnai,15,-47.325247
81,micropattern_lgn_rnai,18,-59.745843
81,micropattern_lgn_rnai,21,-59.414454
81,micropattern_lgn_rnai,24,-59.160431
81,micropattern_lgn_rnai,27,-70.165124
81,micropattern_lgn_rnai,30,-76.191601
81,micropattern_lgn_rnai,33,-94.113344
81,micropattern_lgn_rnai,36,-90.930325
81,micropattern_lgn_rnai,39,-82.327049
81,micropattern_lgn_rnai,42,-93.18724
81,micropattern_lgn_rnai,45,-78.791528
81,micropattern_lgn_rnai,48,-85.96563
82,micropattern_lgn_rnai,0,-71.423684
82,micropattern_lgn_rnai,3,-104.773659
82,micropattern_lgn_rnai,6,-96.928783
82,micropattern_lgn_rnai,9,-97.760049
82,micropattern_lgn_rnai,12,-103.939534
82,micropattern_lgn_rnai,15,-123.049268
82,micropattern_lgn_rnai,18,-142.880653
82,micropattern_lgn_rnai,21,-141.455991
82,micropattern_lgn_rnai,24,-151.676845
83,micropattern_lgn_rnai,0,17.051885
83,micropattern_lgn_rnai,3,39.798004
83,micropattern_lgn_rnai,6,28.898973
83,micropattern_lgn_rnai,9,-5.024443
83,micropattern_lgn_rnai,12,0.870471
83,micropattern_lgn_rnai,15,8.426814
83,micropattern_lgn_rnai,18,19.258326
83,micropattern_lgn_rnai,21,17.131473
83,micropattern_lgn_rnai,24,34.390263
83,micropattern_lgn_rnai,27,31.695553
83,micropattern_lgn_rnai,30,19.453483
83,micropattern_lgn_rnai,33,39.043294
83,micropattern_lgn_rnai,36,21.321489
83,micropattern_lgn_rnai,39,8.817509
83,micropattern_lgn_rnai,42,18.591055
83,micropattern_lgn_rnai,45,51.460938
83,micropattern_lgn_rnai,48,13.905809
83,micropattern_lgn_rnai,51,15.044614
83,micropattern_lgn_rnai,54,41.149435
83,micropattern_lgn_rnai,57,28.457107
83,micropattern_lgn_rnai,60,13.418895
83,micropattern_lgn_rnai,63,20.510768
83,micropattern_lgn_rnai,66,16.384585
83,micropattern_lgn_rnai,69,-1.998108
83,micropattern_lgn_rnai,72,26.040226
83,micropattern_lgn_rnai,75,15.367959
83,micropattern_lgn_rnai,78,2.515108
83,micropattern_lgn_rnai,81,20.748293
83,micropattern_lgn_rnai,84,27.876493
83,micropattern_lgn_rnai,87,2.96701
83,micropattern_lgn_rnai,90,11.087169
83,micropattern_lgn_rnai,93,8.272165
83,micropattern_lgn_rnai,96,5.492884
83,micropattern_lgn_rnai,99,-6.382486
83,micropattern_lgn_rnai,102,-16.287704
83,micropattern_lgn_rnai,105,-21.369275
83,micropattern_lgn_rnai,108,-33.493195
83,micropattern_lgn_rnai,111,-10.015609
83,micropattern_lgn_rnai,114,-21.429324
83,micropattern_lgn_rnai,117,-9.034317
83,micropattern_lgn_rnai,120,-3.851742
83,micropattern_lgn_rnai,123,-14.473073
83,micropattern_lgn_rnai,126,19.003797
83,micropattern_lgn_rnai,129,11.77682
83,micropattern_lgn_rnai,132,11.055608
84,micropattern_lgn_rnai,0,74.148698
84,micropattern_lgn_rnai,3,82.578348
84,micropattern_lgn_rnai,6,79.991168
84,micropattern_lgn_rnai,9,93.472042
84,micropattern_lgn_rnai,12,111.220496
85,micropattern_lgn_rnai,0,-6.803098
85,micropattern_lgn_rnai,3,-11.88336
85,micropattern_lgn_rnai,6,-7.199699
85,micropattern_lgn_rnai,9,-15.699508
85,micropattern_lgn_rnai,12,-8.950301
85,micropattern_lgn_rnai,15,-16.027179
85,micropattern_lgn_rnai,18,-20.854378
85,micropattern_lgn_rnai,21,-17.285054
85,micropattern_lgn_rnai,24,-4.804415
85,micropattern_lgn_rnai,27,-2.223896
85,micropattern_lgn_rnai,30,2.59376
85,micropattern_lgn_rnai,33,-1.316443
85,micropattern_lgn_rnai,36,-0.969196
85,micropattern_lgn_rnai,39,-1.302805
85,micropattern_lgn_rnai,42,-27.834156
85,micropattern_lgn_rnai,45,-27.683787
86,micropattern_lgn_rnai,0,-30.166002
86,micropattern_lgn_rnai,3,-27.878561
86,micropattern_lgn_rnai,6,-43.51719
86,micropattern_lgn_rnai,9,-33.057265
86,micropattern_lgn_rnai,12,-23.482196
86,micropattern_lgn_rnai,15,-14.824183
86,micropattern_lgn_rnai,18,-20.442416
86,micropattern_lgn_rnai,21,-15.040727
86,micropattern_lgn_rnai,24,-18.915459
86,micropattern_lgn_rnai,27,-19.561327
86,micropattern_lgn_rnai,30,-39.198702
86,micropattern_lgn_rnai,33,-11.503976
87,micropattern_lgn_rnai,0,-81.386614
87,micropattern_lgn_rnai,3,-82.670993
87,micropattern_lgn_rnai,6,-78.532943
87,micropattern_lgn_rnai,9,-54.489467
87,micropattern_lgn_rnai,12,-58.358728
87,micropattern_lgn_rnai,15,-57.998425
87,micropattern_lgn_rnai,18,-50.93257
87,micropattern_lgn_rnai,21,-47.348448
87,micropattern_lgn_rnai,24,-66.386413
87,micropattern_lgn_rnai,27,-48.220038
87,micropattern_lgn_rnai,30,-56.916112
87,micropattern_lgn_rnai,33,-57.961067
89,micropattern_lgn_rnai,0,48.225147
89,micropattern_lgn_rnai,3,53.693
89,micropattern_lgn_rnai,6,55.958018
89,micropattern_lgn_rnai,9,48.444028
89,micropattern_lgn_rnai,12,48.154192
89,micropattern_lgn_rnai,15,42.99451
89,micropattern_lgn_rnai,18,44.649043
89,micropattern_lgn_rnai,21,31.773529
89,micropattern_lgn_rnai,24,24.655252
89,micropattern_lgn_rnai,27,14.145381
89,micropattern_lgn_rnai,30,21.499747
89,micropattern_lgn_rnai,33,25.224553
89,micropattern_lgn_rnai,36,18.36211
89,micropattern_lgn_rnai,39,19.612087
89,micropattern_lgn_rnai,42,31.719468
89,micropattern_lgn_rnai,45,27.871162
89,micropattern_lgn_rnai,48,35.279759
89,micropattern_lgn_rnai,51,23.580942
89,micropattern_lgn_rnai,54,12.866132
89,micropattern_lgn_rnai,57,31.702924
89,micropattern_lgn_rnai,60,25.393802
89,micropattern_lgn_rnai,63,38.380745
89,micropattern_lgn_rnai,66,38.268353
89,micropattern_lgn_rnai,69,20.865166
89,micropattern_lgn_rnai,72,31.003549
89,micropattern_lgn_rnai,75,41.973226
89,micropattern_lgn_rnai,78,31.866814
89,micropattern_lgn_rnai,81,42.747817
89,micropattern_lgn_rnai,84,63.39791
89,micropattern_lgn_rnai,87,41.968766
89,micropattern_lgn_rnai,90,37.161473
89,micropattern_lgn_rnai,93,38.44589
89,micropattern_lgn_rnai,96,49.43515
89,micropattern_lgn_rnai,99,36.230564
89,micropattern_lgn_rnai,102,40.091325
89,micropattern_lgn_rnai,105,55.462134
89,micropattern_lgn_rnai,108,37.626777
89,micropattern_lgn_rnai,111,47.378508
89,micropattern_lgn_rnai,114,31.647415
89,micropattern_lgn_rnai,117,42.79458
89,micropattern_lgn_rnai,120,37.096828
89,micropattern_lgn_rnai,123,48.295666
89,micropattern_lgn_rnai,126,43.812196
89,micropattern_lgn_rnai,129,52.097148
89,micropattern_lgn_rnai,132,42.846946
89,micropattern_lgn_rnai,135,37.150741
89,micropattern_lgn_rnai,138,45.395112
89,micropattern_lgn_rnai,141,21.631933
89,micropattern_lgn_rnai,144,48.866172
89,micropattern_lgn_rnai,147,21.220017
89,micropattern_lgn_rnai,150,56.518373
89,micropattern_lgn_rnai,153,51.806576
89,micropattern_lgn_rnai,156,51.607149
89,micropattern_lgn_rnai,159,72.439782
89,micropattern_lgn_rnai,162,42.438354
89,micropattern_lgn_rnai,165,39.313452
89,micropattern_lgn_rnai,168,44.62363
90,micropattern_lgn_rnai,0,67.367733
90,micropattern_lgn_rnai,3,87.590445
90,micropattern_lgn_rnai,6,111.218959
90,micropattern_lgn_rnai,9,108.25521
90,micropattern_lgn_rnai,12,107.229509
90,micropattern_lgn_rnai,15,142.104128
90,micropattern_lgn_rnai,18,190.400997
90,micropattern_lgn_rnai,21,208.97877
90,micropattern_lgn_rnai,24,235.360614
90,micropattern_lgn_rnai,27,212.689515
90,micropattern_lgn_rnai,30,222.28803
90,micropattern_lgn_rnai,33,171.413468
90,micropattern_lgn_rnai,36,109.000562
90,micropattern_lgn_rnai,39,83.465181
90,micropattern_lgn_rnai,42,54.098538
90,micropattern_lgn_rnai,45,59.434447
90,micropattern_lgn_rnai,48,105.373251
90,micropattern_lgn_rnai,51,96.892747
90,micropattern_lgn_rnai,54,123.947518
90,micropattern_lgn_rnai,57,93.616265
90,micropattern_lgn_rnai,60,66.33836
90,micropattern_lgn_rnai,63,77.606396
90,micropattern_lgn_rnai,66,60.932442
90,micropattern_lgn_rnai,69,65.047854
90,micropattern_lgn_rnai,72,46.983181
90,micropattern_lgn_rnai,75,54.179147
90,micropattern_lgn_rnai,78,47.681182
90,micropattern_lgn_rnai,81,37.904198
90,micropattern_lgn_rnai,84,35.845891
90,micropattern_lgn_rnai,87,8.291413
90,micropattern_lgn_rnai,90,2.68049
90,micropattern_lgn_rnai,93,-10.220096
90,micropattern_lgn_rnai,96,-23.941735
90,micropattern_lgn_rnai,99,-23.020192
90,micropattern_lgn_rnai,102,-41.815334
90,micropattern_lgn_rnai,105,-36.90103
90,micropattern_lgn_rnai,108,-49.174244
90,micropattern_lgn_rnai,111,-43.698386
90,micropattern_lgn_rnai,114,-58.272952
90,micropattern_lgn_rnai,117,-55.892761
90,micropattern_lgn_rnai,120,-43.795995
90,micropattern_lgn_rnai,123,-49.571009
91,micropattern_lgn_rnai,0,-65.593872
91,micropattern_lgn_rnai,3,-63.33846
91,micropattern_lgn_rnai,6,-61.109858
91,micropattern_lgn_rnai,9,-44.540199
91,micropattern_lgn_rnai,12,-54.179324
91,micropattern_lgn_rnai,15,-50.993798
91,micropattern_lgn_rnai,18,-61.483555
91,micropattern_lgn_rnai,21,-52.356514
91,micropattern_lgn_rnai,24,-50.711955
91,micropattern_lgn_rnai,27,-31.213311
91,micropattern_lgn_rnai,30,-17.811362
91,micropattern_lgn_rnai,33,-25.500365
91,micropattern_lgn_rnai,36,-3.800464
91,micropattern_lgn_rnai,39,-18.669721
91,micropattern_lgn_rnai,42,-7.023116
91,micropattern_lgn_rnai,45,-6.778265
91,micropattern_lgn_rnai,48,-16.451843
91,micropattern_lgn_rnai,51,-31.089117
91,micropattern_lgn_rnai,54,-7.919554
91,micropattern_lgn_rnai,57,-19.320143
91,micropattern_lgn_rnai,60,-37.325255
91,micropattern_lgn_rnai,63,-35.98374
91,micropattern_lgn_rnai,66,-45.645023
91,micropattern_lgn_rnai,69,-46.248251
91,micropattern_lgn_rnai,72,-45.60968
91,micropattern_lgn_rnai,75,-39.720633
91,micropattern_lgn_rnai,78,-47.785778
91,micropattern_lgn_rnai,81,-52.409141
91,micropattern_lgn_rnai,84,-46.82718
91,micropattern_lgn_rnai,87,-40.309598
91,micropattern_lgn_rnai,90,-31.40802
91,micropattern_lgn_rnai,93,-34.881616
91,micropattern_lgn_rnai,96,-39.639496
91,micropattern_lgn_rnai,99,-30.876446
91,micropattern_lgn_rnai,102,-26.402465
91,micropattern_lgn_rnai,105,-20.506385
91,micropattern_lgn_rnai,108,-21.782559
91,micropattern_lgn_rnai,111,-29.249887
91,micropattern_lgn_rnai,114,-33.13994
91,micropattern_lgn_rnai,117,-9.987559
91,micropattern_lgn_rnai,120,-14.400269
92,micropattern_lgn_rnai,0,-27.11715
92,micropattern_lgn_rnai,3,-41.61374
92,micropattern_lgn_rnai,6,-50.3559
92,micropattern_lgn_rnai,9,-35.823652
92,micropattern_lgn_rnai,12,-44.687497
92,micropattern_lgn_rnai,15,-24.865899
92,micropattern_lgn_rnai,18,-35.306954
92,micropattern_lgn_rnai,21,-16.583618
92,micropattern_lgn_rnai,24,-16.64517
92,micropattern_lgn_rnai,27,-10.035452
92,micropattern_lgn_rnai,30,-50.675601
92,micropattern_lgn_rnai,33,-38.686225
92,micropattern_lgn_rnai,36,-28.731442
92,micropattern_lgn_rnai,39,-22.854503
92,micropattern_lgn_rnai,42,-22.657268
92,micropattern_lgn_rnai,45,-24.825936
92,micropattern_lgn_rnai,48,1.658303
92,micropattern_lgn_rnai,51,-0.5195
92,micropattern_lgn_rnai,54,8.102337
92,micropattern_lgn_rnai,57,-0.224218
92,micropattern_lgn_rnai,60,2.617681
92,micropattern_lgn_rnai,63,7.559972
92,micropattern_lgn_rnai,66,13.611594
92,micropattern_lgn_rnai,69,9.548717
92,micropattern_lgn_rnai,72,11.327779
92,micropattern_lgn_rnai,75,1.116247
92,micropattern_lgn_rnai,78,3.643157
92,micropattern_lgn_rnai,81,-0.929264
92,micropattern_lgn_rnai,84,4.119775
92,micropattern_lgn_rnai,87,8.561096
92,micropattern_lgn_rnai,90,0.88478
92,micropattern_lgn_rnai,93,5.697153
92,micropattern_lgn_rnai,96,9.697335
92,micropattern_lgn_rnai,99,2.68801
92,micropattern_lgn_rnai,102,-10.724509
92,micropattern_lgn_rnai,105,-9.172166
92,micropattern_lgn_rnai,108,-39.115138
92,micropattern_lgn_rnai,111,-36.524321
92,micropattern_lgn_rnai,114,-27.12752
92,micropattern_lgn_rnai,117,-44.170118
92,micropattern_lgn_rnai,120,-54.116831
92,micropattern_lgn_rnai,123,-50.580365
92,micropattern_lgn_rnai,126,-42.885881
92,micropattern_lgn_rnai,129,-51.68694
92,micropattern_lgn_rnai,132,-43.202943
92,micropattern_lgn_rnai,135,-45.954853
92,micropattern_lgn_rnai,138,-48.061315
92,micropattern_lgn_rnai,141,-45.814287
92,micropattern_lgn_rnai,144,-51.202793
92,micropattern_lgn_rnai,147,-41.593652
92,micropattern_lgn_rnai,150,-51.998208
92,micropattern_lgn_rnai,153,-54.483722
92,micropattern_lgn_rnai,156,-64.921619
92,micropattern_lgn_rnai,159,-54.239868
92,micropattern_lgn_rnai,162,-56.560539
92,micropattern_lgn_rnai,165,-51.812637
92,micropattern_lgn_rnai,168,-62.118933
92,micropattern_lgn_rnai,171,-61.937219
92,micropattern_lgn_rnai,174,-69.230346
92,micropattern_lgn_rnai,177,-52.759778
92,micropattern_lgn_rnai,180,-56.868119
92,micropattern_lgn_rnai,183,-30.628258
