Experiment,Cell,Cell_number,Treatment,X,Y,Time,Centrosome_Velocity
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,7,after_nocodazole,74.4,44.901,48,0.197333333
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,7,after_nocodazole,74.163,44.545,51,0.14255798
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,7,after_nocodazole,72.741,45.493,54,0.569677102
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,7,after_nocodazole,73.571,43.834,57,0.618347349
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,7,after_nocodazole,73.926,42.057,60,0.60403771
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,7,after_nocodazole,73.334,42.413,63,0.230265547
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,before_nocodazole,104.136,29.973,-60,
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,before_nocodazole,106.624,26.656,-57,1.382133335
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,before_nocodazole,105.558,28.196,-54,0.624317939
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,before_nocodazole,106.506,24.761,-51,1.187805119
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,before_nocodazole,107.454,23.339,-48,0.569677102
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,before_nocodazole,107.335,18.482,-45,1.619485858
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,before_nocodazole,103.899,13.743,-42,1.951188157
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,before_nocodazole,98.924,11.61,-39,1.804325482
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,before_nocodazole,95.725,11.61,-36,1.066333333
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,before_nocodazole,91.578,13.98,-33,1.5921512
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,before_nocodazole,91.815,13.743,-30,0.111722871
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,before_nocodazole,91.46,14.335,-27,0.230093942
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,before_nocodazole,90.749,16.468,-24,0.749459805
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,before_nocodazole,90.631,15.52,-21,0.318438552
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,before_nocodazole,89.564,17.771,-18,0.830360698
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,before_nocodazole,91.105,17.06,-15,0.565705263
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,before_nocodazole,90.275,19.311,-12,0.799715297
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,before_nocodazole,90.394,22.154,-9,0.948496471
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,before_nocodazole,91.578,25.708,-6,1.248678057
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,before_nocodazole,93.474,29.499,-3,1.412896827
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,after_nocodazole,92.289,29.618,3,
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,after_nocodazole,92.645,28.907,6,0.265048633
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,after_nocodazole,93.237,27.841,9,0.406450762
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,after_nocodazole,92.882,27.485,12,0.167584473
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,after_nocodazole,93.711,28.67,15,0.482063389
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,after_nocodazole,94.422,29.499,18,0.364045479
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,after_nocodazole,94.54,30.447,21,0.318438552
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,after_nocodazole,95.251,31.75,24,0.494787272
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,after_nocodazole,95.606,31.395,27,0.167348605
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,after_nocodazole,96.317,31.395,30,0.237
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,after_nocodazole,97.147,31.395,33,0.276666667
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,after_nocodazole,97.502,31.513,36,0.124699194
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,after_nocodazole,97.502,31.869,39,0.118666667
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,after_nocodazole,97.502,29.618,42,0.750333333
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,after_nocodazole,97.502,28.196,45,0.474
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,after_nocodazole,97.502,28.315,48,0.039666667
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,after_nocodazole,97.502,28.315,51,0
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,after_nocodazole,97.739,29.381,54,0.36400931
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,after_nocodazole,97.976,28.789,57,0.212559273
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,after_nocodazole,99.042,27.959,60,0.450340118
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-6,8,after_nocodazole,99.753,27.841,63,0.240241776
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,before_nocodazole,45.967,51.061,-60,
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,before_nocodazole,44.071,52.364,-57,0.76685686
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,before_nocodazole,39.925,52.838,-54,1.391002516
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,before_nocodazole,37.911,52.72,-51,0.672484614
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,before_nocodazole,36.252,53.786,-48,0.657320909
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,before_nocodazole,35.541,55.8,-45,0.711939214
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,before_nocodazole,34.594,57.577,-42,0.671196113
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,before_nocodazole,34.475,59.354,-39,0.593660022
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,before_nocodazole,34.594,59.947,-36,0.201607429
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,before_nocodazole,34.238,60.302,-33,0.167584473
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,before_nocodazole,35.541,61.605,-30,0.614240091
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,before_nocodazole,37.911,61.724,-27,0.790995224
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,before_nocodazole,41.347,63.619,-24,1.307972179
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,before_nocodazole,42.768,66.344,-21,1.02441669
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,before_nocodazole,45.375,65.159,-18,0.954560632
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,before_nocodazole,46.559,63.264,-15,0.744825185
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,before_nocodazole,47.626,61.25,-12,0.759728387
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,before_nocodazole,49.758,53.431,-9,2.70148488
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,before_nocodazole,49.64,47.033,-6,2.133029353
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,before_nocodazole,48.099,43.005,-3,1.437569902
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,after_nocodazole,47.27,45.256,3,
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,after_nocodazole,46.559,46.085,6,0.364045479
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,after_nocodazole,46.441,43.953,9,0.711754327
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,after_nocodazole,46.559,41.583,12,0.790978578
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,after_nocodazole,46.559,41.347,15,0.078666667
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,after_nocodazole,46.915,41.82,18,0.197333615
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,after_nocodazole,45.967,40.873,21,0.446655846
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,after_nocodazole,45.256,41.11,24,0.249819935
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,after_nocodazole,43.716,41.228,27,0.514838054
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,after_nocodazole,43.953,41.702,30,0.17664937
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,after_nocodazole,43.953,41.583,33,0.039666667
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,after_nocodazole,43.361,42.176,36,0.279307278
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,after_nocodazole,43.005,41.702,39,0.197600045
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,after_nocodazole,41.939,39.569,42,0.794847644
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,after_nocodazole,42.294,39.688,45,0.124804736
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,after_nocodazole,41.82,39.451,48,0.17664937
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,after_nocodazole,41.465,39.214,51,0.14228063
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,after_nocodazole,39.688,39.806,54,0.624339028
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,after_nocodazole,40.043,39.806,57,0.118333333
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,after_nocodazole,40.162,39.333,60,0.162579895
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-7,9,after_nocodazole,38.622,40.517,63,0.647512848
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,before_dmso,24.168,97.147,-69,
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,before_dmso,24.642,97.62,-66,0.223210165
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,before_dmso,24.168,97.147,-63,0.223210165
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,before_dmso,24.287,99.398,-60,0.751381099
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,before_dmso,25.59,99.161,-57,0.441459448
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,before_dmso,26.301,99.753,-54,0.308398191
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,before_dmso,26.301,100.582,-51,0.276333333
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,before_dmso,26.419,99.99,-48,0.201215197
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,before_dmso,27.248,101.293,-45,0.514786903
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,before_dmso,26.656,101.767,-42,0.252793284
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,before_dmso,27.011,102.004,-39,0.14228063
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,before_dmso,26.301,101.885,-36,0.239967822
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,before_dmso,26.538,101.293,-33,0.212559273
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,before_dmso,26.419,101.056,-30,0.088399346
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,before_dmso,26.301,102.122,-27,0.357503691
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,before_dmso,25.708,101.767,-24,0.23037988
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,before_dmso,25.353,101.648,-21,0.124804736
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,before_dmso,25.353,100.582,-18,0.355333333
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,before_dmso,25.471,101.293,-15,0.240241776
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,before_dmso,25.471,100.938,-12,0.118333333
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,before_dmso,25.708,101.412,-9,0.17664937
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,before_dmso,26.064,102.004,-6,0.230265547
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,before_dmso,27.722,104.018,-3,0.86955672
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,after_dmso,40.636,102.004,3,
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,after_dmso,44.782,95.251,6,2.641386946
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,after_dmso,47.033,93.474,9,0.955959669
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,after_dmso,47.981,90.394,12,1.074197582
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,after_dmso,47.626,90.038,15,0.167584473
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,after_dmso,45.256,89.564,18,0.805645083
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,after_dmso,41.702,89.446,21,1.18531946
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,after_dmso,38.266,90.275,24,1.178197163
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,after_dmso,36.608,90.275,27,0.552666667
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,after_dmso,36.252,91.105,30,0.301041894
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,after_dmso,36.726,92.052,33,0.35300063
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,after_dmso,38.148,91.815,36,0.48053824
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,after_dmso,37.555,93.119,39,0.477501018
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,after_dmso,38.029,92.408,42,0.284838551
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,after_dmso,37.082,93.119,45,0.394733384
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,after_dmso,38.503,91.578,48,0.698722803
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,after_dmso,37.082,92.526,51,0.569399781
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,after_dmso,37.082,92.052,54,0.158
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,after_dmso,38.266,91.341,57,0.460359401
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,after_dmso,38.859,91.341,60,0.197666667
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,94.777,64.922,-72,
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,98.252,63.106,-69,1.306967695
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,100.622,61.289,-66,0.99545573
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,101.175,59.473,-63,0.632777388
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,103.544,61.131,-60,0.963853666
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,105.124,66.897,-57,1.992852673
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,102.122,76.217,-54,3.263849193
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,99.121,81.271,-51,1.95927756
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,96.041,84.51,-48,1.489874007
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,92.803,88.775,-45,1.784964021
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,95.172,91.618,-42,1.233549981
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,96.199,93.355,-39,0.672631482
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,98.015,94.461,-36,0.708761988
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,99.279,95.488,-33,0.542875574
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,101.727,96.199,-30,0.849720542
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,101.885,96.91,-27,0.242781337
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,103.465,95.962,-24,0.6141936
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,105.045,94.619,-21,0.69121865
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,105.203,92.566,-18,0.686356969
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,104.808,87.827,-15,1.585144438
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,102.912,85.536,-12,0.991267259
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,102.517,83.246,-9,0.774605634
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,101.57,81.192,-6,0.753932284
