X,Y,Value
127,140,2065
128,140,2109
129,140,2208
130,140,2093
127,141,2100
128,141,2219
129,141,2240
130,141,2327
131,141,2203
126,142,2280
127,142,2275
128,142,2335
129,142,2492
130,142,2466
131,142,2247
132,142,2076
112,143,2371
113,143,2393
114,143,2287
126,143,2148
127,143,2368
128,143,2332
129,143,2491
130,143,2467
131,143,2463
132,143,2278
111,144,2614
112,144,2979
113,144,2692
114,144,2622
115,144,2240
126,144,2448
127,144,2379
128,144,2617
129,144,2809
130,144,2800
131,144,2696
132,144,2361
133,144,2371
111,145,2718
112,145,3133
113,145,2980
114,145,3195
115,145,2595
116,145,2338
126,145,2556
127,145,2662
128,145,2849
129,145,2849
130,145,3066
131,145,2809
132,145,2579
133,145,2288
111,146,2650
112,146,2936
113,146,3133
114,146,3193
115,146,2923
116,146,2832
117,146,2398
118,146,2337
119,146,2300
124,146,2671
125,146,2801
126,146,2745
127,146,2922
128,146,3248
129,146,3029
130,146,3082
131,146,2992
132,146,2667
133,146,2260
104,147,2114
105,147,2370
106,147,2340
107,147,2302
111,147,2373
112,147,2833
113,147,3247
114,147,3206
115,147,3220
116,147,3134
117,147,2835
118,147,2794
119,147,2755
120,147,2791
121,147,2563
122,147,2450
123,147,2541
124,147,2960
125,147,2943
126,147,3215
127,147,3044
128,147,3129
129,147,3135
130,147,3113
131,147,3120
132,147,2797
133,147,2447
103,148,2094
104,148,2159
105,148,2416
106,148,2453
107,148,2493
108,148,2182
112,148,2479
113,148,2825
114,148,3056
115,148,3275
116,148,3172
117,148,2915
118,148,2973
119,148,3054
120,148,3126
121,148,2769
122,148,2787
123,148,2962
124,148,3152
125,148,3150
126,148,2985
127,148,3326
128,148,3220
129,148,3440
130,148,3352
131,148,3206
132,148,2803
133,148,2567
103,149,2170
104,149,2276
105,149,2655
106,149,2546
107,149,2565
108,149,2362
112,149,2379
113,149,2839
114,149,3259
115,149,3176
116,149,3092
117,149,3012
118,149,3003
119,149,3063
120,149,3157
121,149,3132
122,149,3064
123,149,3012
124,149,3135
125,149,3121
126,149,3085
127,149,3613
128,149,3590
129,149,3326
130,149,3464
131,149,3356
132,149,2810
102,150,2313
103,150,2539
104,150,2588
105,150,2813
106,150,2757
107,150,2744
108,150,2557
111,150,2332
112,150,2666
113,150,2953
114,150,3099
115,150,3257
116,150,3021
117,150,3232
118,150,3196
119,150,3202
120,150,3119
121,150,3090
122,150,3201
123,150,3290
124,150,3243
125,150,3109
126,150,3261
127,150,3690
128,150,3749
129,150,3642
130,150,3645
131,150,3142
132,150,2782
101,151,2859
102,151,2800
103,151,2716
104,151,2940
105,151,2963
106,151,3202
107,151,2973
108,151,2800
109,151,2504
110,151,2513
111,151,2401
112,151,2896
113,151,3093
114,151,3118
115,151,2968
116,151,3112
117,151,3271
118,151,3226
119,151,3186
120,151,3013
121,151,3363
122,151,3336
123,151,3678
124,151,3532
125,151,3405
126,151,3555
127,151,3781
128,151,3533
129,151,3646
130,151,3510
131,151,3138
132,151,2852
100,152,3356
101,152,3508
102,152,3278
103,152,3093
104,152,3065
105,152,3337
106,152,3066
107,152,3171
108,152,2850
109,152,2699
110,152,2498
111,152,2597
112,152,3112
113,152,3209
114,152,3299
115,152,3317
116,152,3387
117,152,3222
118,152,3225
119,152,3286
120,152,3085
121,152,3194
122,152,3523
123,152,3423
124,152,3388
125,152,3439
126,152,3536
127,152,3528
128,152,3614
129,152,3546
130,152,3372
131,152,3411
132,152,3019
97,153,2603
98,153,2989
99,153,3352
100,153,3429
101,153,3754
102,153,3471
103,153,3365
104,153,3387
105,153,3184
106,153,3080
107,153,3084
108,153,3056
109,153,2951
110,153,2666
111,153,2842
112,153,3073
113,153,3322
114,153,3173
115,153,3255
116,153,3361
117,153,3127
118,153,3422
119,153,3163
120,153,3490
121,153,3389
122,153,3683
123,153,3526
124,153,3516
125,153,3402
126,153,3284
127,153,3449
128,153,3233
129,153,3137
130,153,3537
131,153,3204
132,153,3194
96,154,2749
97,154,3063
98,154,3149
99,154,3358
100,154,3532
101,154,3334
102,154,3663
103,154,3419
104,154,3391
105,154,3156
106,154,3133
107,154,3011
108,154,2958
109,154,3147
110,154,2941
111,154,3157
112,154,2950
113,154,3511
114,154,3316
115,154,3366
116,154,3316
117,154,3165
118,154,3269
119,154,3234
120,154,3393
121,154,3323
122,154,3534
123,154,3473
124,154,3628
125,154,3593
126,154,3234
127,154,3338
128,154,3274
129,154,3466
130,154,3241
131,154,3387
132,154,2962
95,155,2557
96,155,2883
97,155,3281
98,155,3399
