X,Y,Value
89,93,3709
90,93,3563
91,93,3284
88,94,2937
89,94,5168
90,94,4130
91,94,3922
92,94,3753
93,94,6058
94,94,4598
86,95,3231
87,95,3218
88,95,2936
89,95,3597
90,95,5188
91,95,4732
92,95,5026
93,95,5330
94,95,3770
95,95,3287
96,95,2371
84,96,4137
85,96,2387
86,96,3935
87,96,3118
88,96,4306
89,96,3354
90,96,4599
91,96,6706
92,96,6742
93,96,4848
94,96,4302
95,96,4078
96,96,3746
97,96,2395
98,96,4370
82,97,3149
83,97,4710
84,97,2058
85,97,4048
86,97,4675
87,97,4078
88,97,4524
89,97,6315
90,97,4806
91,97,3248
92,97,6013
93,97,6409
94,97,4938
95,97,4590
96,97,3179
97,97,3973
98,97,4492
99,97,2607
81,98,2947
82,98,3690
83,98,6664
84,98,2919
85,98,2689
86,98,3437
87,98,5437
88,98,5439
89,98,5087
90,98,4928
91,98,7688
92,98,8009
93,98,3614
94,98,4313
95,98,3190
96,98,3678
97,98,3781
98,98,3547
99,98,3839
100,98,5096
80,99,5030
81,99,3505
82,99,2195
83,99,3360
84,99,3408
85,99,4431
86,99,5566
87,99,6703
88,99,5702
89,99,6066
90,99,3937
91,99,5567
92,99,6081
93,99,5310
94,99,8657
95,99,4305
96,99,5113
97,99,5775
98,99,4994
99,99,5273
100,99,3854
101,99,3673
79,100,2703
80,100,3959
81,100,3198
82,100,2738
83,100,3122
84,100,3387
85,100,5334
86,100,5193
87,100,7855
88,100,5791
89,100,4956
90,100,6105
91,100,4342
92,100,6784
93,100,6524
94,100,6167
95,100,5917
96,100,4316
97,100,3586
98,100,3357
99,100,5599
100,100,5154
101,100,5158
102,100,4060
77,101,3024
78,101,3094
79,101,3700
80,101,3950
81,101,4122
82,101,3321
83,101,4176
84,101,5267
85,101,6489
86,101,7091
87,101,5832
88,101,8157
89,101,5986
90,101,4936
91,101,4967
92,101,5150
93,101,3795
94,101,6092
95,101,5434
96,101,3755
97,101,4713
98,101,11145
99,101,8254
100,101,6208
101,101,5117
102,101,3733
103,101,3594
104,101,2956
105,101,3341
76,102,3240
77,102,2972
78,102,3143
79,102,3367
80,102,6222
81,102,5955
82,102,6657
83,102,6317
84,102,3345
85,102,4959
86,102,7702
87,102,4405
88,102,6567
89,102,6597
90,102,5298
91,102,5610
92,102,5793
93,102,6631
94,102,4006
95,102,4467
96,102,4390
97,102,8517
98,102,7239
99,102,6868
100,102,5992
101,102,7432
102,102,4806
103,102,4701
104,102,4732
105,102,3470
106,102,2901
76,103,3481
77,103,3326
78,103,3925
79,103,5636
80,103,4135
81,103,6440
82,103,4729
83,103,4477
84,103,10218
85,103,7302
86,103,7043
87,103,6058
88,103,6649
89,103,5348
90,103,5572
91,103,5832
92,103,5683
93,103,6049
94,103,6671
95,103,6711
96,103,5373
97,103,7845
98,103,8602
99,103,6501
100,103,4494
101,103,5066
102,103,4082
103,103,2649
104,103,4397
105,103,4237
106,103,2375
107,103,2480
108,103,3700
75,104,2623
76,104,2815
77,104,3683
78,104,5238
79,104,4741
80,104,3289
81,104,6187
82,104,7556
83,104,6890
84,104,4894
85,104,10072
86,104,7843
87,104,6578
88,104,10538
89,104,6304
90,104,5908
91,104,4357
92,104,3657
93,104,5183
94,104,5426
95,104,6092
96,104,6656
97,104,7111
98,104,7238
99,104,7306
100,104,8350
101,104,4364
102,104,4950
103,104,5351
104,104,3038
105,104,2669
106,104,3669
107,104,3184
108,104,4724
109,104,3130
75,105,2468
76,105,3577
77,105,2638
78,105,3393
79,105,3501
80,105,6300
81,105,3789
82,105,7920
83,105,12107
84,105,6200
85,105,9115
86,105,9055
87,105,6971
88,105,6787
89,105,7186
90,105,5329
91,105,4060
92,105,4280
93,105,4916
94,105,4861
95,105,5018
96,105,4093
97,105,5564
98,105,7681
99,105,6535
100,105,5618
101,105,4587
102,105,6989
103,105,4151
104,105,4032
105,105,3537
106,105,3207
107,105,2956
108,105,2825
109,105,2770
75,106,3951
76,106,3627
77,106,2521
78,106,4695
79,106,3409
80,106,4209
81,106,5048
82,106,5086
83,106,5290
84,106,9179
85,106,10056
86,106,9344
87,106,8747
88,106,5621
89,106,8599
90,106,5798
91,106,4254
92,106,7033
93,106,4801
94,106,3916
95,106,4155
96,106,6340
97,106,6532
98,106,7954
99,106,6618
100,106,7877
101,106,7720
102,106,3265
103,106,3852
104,106,4634
105,106,3199
106,106,4521
107,106,4384
108,106,2275
109,106,2985
75,107,2537
76,107,3271
77,107,4112
78,107,2900
79,107,3742
80,107,3743
81,107,6147
82,107,7169
83,107,5553
84,107,6233
85,107,8011
86,107,6662
87,107,4918
88,107,10136
89,107,6824
90,107,6423
91,107,5671
92,107,5766
93,107,5926
94,107,8262
95,107,5827
96,107,8069
97,107,4239
98,107,7067
99,107,6447
