X,Y,Value
81,34,1873
82,34,1873
83,34,1920
84,34,1932
85,34,2038
86,34,1975
87,34,1984
88,34,1864
89,34,1876
90,34,1925
91,34,1844
92,34,1915
93,34,1920
94,34,1908
95,34,1885
81,35,1862
82,35,1870
83,35,1895
84,35,1907
85,35,2042
86,35,2008
87,35,1854
88,35,1887
89,35,1925
90,35,1911
91,35,1910
92,35,1923
93,35,1941
94,35,2041
95,35,1944
96,35,1954
68,36,1928
69,36,1855
70,36,1930
80,36,1821
81,36,1838
82,36,1952
83,36,1860
84,36,1980
85,36,1922
86,36,1909
87,36,1934
88,36,1924
89,36,1948
90,36,1958
91,36,1856
92,36,1926
93,36,1916
94,36,1970
95,36,2029
96,36,2064
64,37,1895
65,37,1889
66,37,1832
67,37,1898
68,37,1944
69,37,1885
70,37,1910
71,37,1921
79,37,1851
80,37,1868
81,37,1897
82,37,1947
83,37,1904
84,37,1896
85,37,2006
86,37,1922
87,37,1942
88,37,1854
89,37,1882
90,37,1941
91,37,1883
92,37,1942
93,37,1903
94,37,1870
95,37,2022
96,37,1999
97,37,1905
62,38,1957
63,38,1913
64,38,1931
65,38,1891
66,38,1999
67,38,1919
68,38,2001
69,38,1974
70,38,1922
71,38,1884
78,38,1908
79,38,1806
80,38,1900
81,38,1905
82,38,1941
83,38,1958
84,38,1967
85,38,1897
86,38,1894
87,38,2085
88,38,1871
89,38,1921
90,38,1956
91,38,1921
92,38,1861
93,38,1900
94,38,1944
95,38,1870
96,38,1985
97,38,2006
98,38,1984
99,38,1973
61,39,1931
62,39,1907
63,39,1897
64,39,2014
65,39,1876
66,39,1906
67,39,1832
68,39,1982
69,39,1938
70,39,1894
71,39,1872
72,39,1878
77,39,1870
78,39,1859
79,39,1903
80,39,1870
81,39,1924
82,39,1986
83,39,2060
84,39,2006
85,39,1993
86,39,1964
87,39,1942
88,39,1916
89,39,2007
90,39,1909
91,39,1941
92,39,1995
93,39,1921
94,39,1906
95,39,1969
96,39,2072
97,39,2091
98,39,1956
99,39,1885
60,40,1947
61,40,2032
62,40,1874
63,40,1910
64,40,1993
65,40,1888
66,40,1883
67,40,1890
68,40,1962
69,40,1962
70,40,1822
71,40,1936
72,40,1903
75,40,1875
76,40,1886
77,40,1887
78,40,1894
79,40,1851
80,40,1894
81,40,1945
82,40,1961
83,40,2086
84,40,2022
85,40,1910
86,40,1862
87,40,1899
88,40,1946
89,40,2060
90,40,1914
91,40,1950
92,40,2102
93,40,1953
94,40,1949
95,40,1893
96,40,1955
97,40,2000
98,40,1926
99,40,1867
59,41,1921
60,41,2092
61,41,2072
62,41,1903
63,41,1975
64,41,1935
65,41,1923
66,41,1895
67,41,1967
68,41,1928
69,41,1862
70,41,1909
71,41,1929
72,41,1972
73,41,1850
74,41,1857
75,41,1856
76,41,1874
77,41,1879
78,41,1847
79,41,1913
80,41,1916
81,41,1931
82,41,1958
83,41,1948
84,41,1957
85,41,1896
86,41,1880
87,41,1925
88,41,1961
89,41,1950
90,41,1938
91,41,1948
92,41,1931
93,41,1930
94,41,1895
95,41,2002
96,41,1983
97,41,1993
98,41,1996
57,42,2001
58,42,2003
59,42,1993
60,42,2000
61,42,2063
62,42,1969
63,42,1990
64,42,2048
65,42,1932
66,42,2002
67,42,1945
68,42,1861
69,42,1987
70,42,1906
71,42,1987
72,42,1958
73,42,1864
74,42,1889
75,42,1855
76,42,1851
77,42,1870
78,42,1908
79,42,2000
80,42,1927
81,42,1873
82,42,1933
83,42,1904
84,42,1931
85,42,1954
86,42,1911
87,42,1907
88,42,1902
89,42,1969
90,42,1981
91,42,1915
92,42,1976
93,42,1957
94,42,2010
95,42,1955
96,42,2007
97,42,1944
98,42,1989
57,43,1910
58,43,1970
59,43,1939
60,43,1954
61,43,1906
62,43,1904
63,43,1922
64,43,1976
65,43,1963
66,43,2014
67,43,1912
68,43,2027
69,43,1942
70,43,1959
71,43,2042
72,43,1985
73,43,1954
74,43,1958
75,43,1872
76,43,1892
77,43,1943
78,43,1916
79,43,1906
80,43,1911
81,43,1950
82,43,2033
83,43,1891
84,43,1922
85,43,1932
86,43,1946
87,43,1902
88,43,1925
89,43,1910
90,43,1983
91,43,1876
92,43,1966
93,43,1995
94,43,2028
95,43,1960
96,43,1978
97,43,2045
98,43,1933
57,44,1938
58,44,1868
59,44,1968
60,44,1949
61,44,1892
62,44,1865
63,44,1952
64,44,1933
65,44,1920
66,44,1891
67,44,1943
68,44,1902
69,44,1834
70,44,1925
71,44,1937
72,44,1986
73,44,1990
74,44,1902
75,44,1901
76,44,1869
77,44,1962
78,44,1926
79,44,1855
80,44,1896
81,44,1884
82,44,1956
83,44,1949
84,44,1961
85,44,1960
86,44,1924
87,44,1942
88,44,1920
89,44,1860
90,44,1900
91,44,2006
92,44,1956
93,44,1957
94,44,1950
95,44,1907
96,44,1907
97,44,1934
57,45,1875
58,45,1992
59,45,2018
60,45,1945
61,45,1862
62,45,1932
63,45,1940
64,45,1917
65,45,1965
66,45,1949
67,45,1894
68,45,1882
69,45,1837
70,45,1871
71,45,1906
72,45,1898
73,45,1943
74,45,1938
75,45,1846
76,45,1934
77,45,1971
78,45,1934
79,45,1876
80,45,1880
81,45,1966
82,45,1978
83,45,1906
84,45,1949
85,45,1906
86,45,1919
87,45,1878
88,45,1933
89,45,1944
90,45,1863
91,45,1944
92,45,1995
93,45,1969
94,45,1963
95,45,1925
96,45,1848
97,45,1959
57,46,1923
58,46,1909
59,46,1955
60,46,1890
61,46,1879
62,46,1928
63,46,1922
64,46,1952
65,46,1904
66,46,1868
67,46,1929
68,46,1912
69,46,1843
70,46,1911
71,46,1914
72,46,1974
73,46,1865
74,46,1906
75,46,1884
76,46,1935
77,46,1875
78,46,1939
79,46,1927
80,46,1954
81,46,1955
82,46,1918
83,46,1874
84,46,1933
85,46,1886
86,46,1946
87,46,1932
88,46,1981
89,46,1972
90,46,1998
91,46,2008
92,46,1935
93,46,1863
94,46,2033
95,46,1942
96,46,1852
97,46,1880
57,47,1883
58,47,1991
59,47,1913
60,47,1911
61,47,1984
62,47,1928
63,47,1901
64,47,1882
65,47,1841
66,47,1906
67,47,1882
68,47,1926
69,47,1929
70,47,1905
71,47,1910
72,47,1908
73,47,1904
74,47,1846
75,47,1924
76,47,1874
77,47,1819
78,47,1893
79,47,1954
80,47,1943
81,47,1926
82,47,1991
83,47,1960
84,47,1907
85,47,1960
86,47,1924
87,47,1969
88,47,1906
89,47,1969
90,47,1949
91,47,1896
92,47,1907
93,47,1926
94,47,1934
95,47,2013
96,47,1945
97,47,1885
56,48,1864
57,48,1876
58,48,1949
59,48,1958
60,48,1926
61,48,1946
62,48,1926
63,48,1925
64,48,1862
65,48,1913
66,48,1885
67,48,1925
68,48,1891
69,48,1898
70,48,1955
71,48,1925
72,48,1883
73,48,1886
74,48,1860
75,48,1854
76,48,1926
77,48,1889
78,48,1939
79,48,1987
80,48,1929
81,48,1875
82,48,1882
83,48,1846
84,48,1886
85,48,1892
86,48,1921
87,48,1907
88,48,1905
89,48,1889
90,48,2006
91,48,1856
92,48,2014
93,48,1905
94,48,1906
95,48,1852
96,48,1933
97,48,1923
55,49,1895
56,49,1879
57,49,1839
58,49,1992
59,49,1927
60,49,1901
61,49,1888
62,49,1896
63,49,1903
64,49,1836
65,49,1876
66,49,1897
67,49,1941
68,49,1903
69,49,1867
70,49,1885
71,49,1917
72,49,1919
73,49,1829
74,49,1893
75,49,1977
76,49,1863
77,49,1870
78,49,1882
79,49,1939
80,49,1948
81,49,1933
82,49,1893
83,49,1980
84,49,1931
85,49,1892
86,49,1883
87,49,1888
88,49,1892
89,49,1895
90,49,1917
91,49,1908
92,49,2047
93,49,1981
94,49,1910
95,49,1844
96,49,1897
97,49,1812
46,50,1879
47,50,1820
48,50,1884
49,50,1863
50,50,1922
51,50,1882
52,50,1893
53,50,1896
54,50,1864
55,50,1914
56,50,1837
57,50,1855
58,50,1855
59,50,1924
60,50,1867
61,50,2031
62,50,1923
63,50,1897
64,50,1878
65,50,1913
66,50,1975
67,50,1880
68,50,1996
69,50,1895
70,50,1936
71,50,1909
72,50,1915
73,50,1881
74,50,2012
75,50,1964
76,50,1891
77,50,1870
78,50,1954
79,50,1902
80,50,1862
81,50,1911
82,50,1881
83,50,1883
84,50,1910
85,50,1905
86,50,1877
87,50,1986
88,50,1892
89,50,1898
90,50,1941
91,50,1900
92,50,1876
93,50,1905
94,50,1907
95,50,1881
96,50,1889
97,50,1841
45,51,1888
46,51,1963
47,51,1959
48,51,1921
49,51,1913
50,51,1935
51,51,1931
52,51,1893
53,51,1926
54,51,1905
55,51,1866
56,51,1823
57,51,1938
58,51,1913
59,51,1923
60,51,1932
61,51,1949
62,51,1943
63,51,1904
64,51,1951
65,51,1877
66,51,1968
67,51,1920
68,51,1896
69,51,1865
70,51,1876
71,51,1901
72,51,1908
73,51,1879
74,51,1960
75,51,1908
76,51,1854
77,51,1915
78,51,1874
79,51,1884
80,51,1857
81,51,1892
82,51,1885
83,51,1869
84,51,1926
85,51,1902
86,51,1831
87,51,1938
88,51,1925
89,51,1863
90,51,1914
91,51,1891
92,51,1908
93,51,1944
94,51,1900
95,51,2010
96,51,1963
97,51,1911
44,52,1862
45,52,1906
46,52,2024
47,52,1998
48,52,1932
49,52,1986
50,52,1922
51,52,1921
52,52,1921
53,52,1907
54,52,1901
55,52,1900
56,52,1981
57,52,1982
58,52,1917
59,52,1911
60,52,1946
61,52,1868
62,52,1869
63,52,1842
64,52,1942
65,52,1949
66,52,2017
67,52,1926
68,52,1927
69,52,1863
70,52,1893
71,52,1885
72,52,1908
73,52,1902
74,52,1841
75,52,1909
76,52,1935
77,52,1896
78,52,1905
79,52,1875
80,52,1888
81,52,1886
82,52,1907
83,52,1917
84,52,1927
85,52,1880
86,52,1858
