X,Y,Value
20,14,1879
20,15,1854
21,15,1859
22,15,1902
20,16,1885
21,16,1871
22,16,1973
23,16,1993
21,17,1900
22,17,2016
23,17,1856
24,17,1896
25,17,1902
23,18,1889
24,18,1853
25,18,1865
26,18,1957
24,19,1901
25,19,1950
26,19,1898
27,19,1957
24,20,1926
25,20,1887
26,20,1918
27,20,1896
28,20,1917
25,21,1863
26,21,1915
27,21,1918
28,21,1857
29,21,1849
26,22,1860
27,22,1915
28,22,1857
29,22,1900
30,22,1931
27,23,1974
28,23,1833
29,23,1888
30,23,1948
31,23,1888
28,24,1852
29,24,1901
30,24,1915
31,24,1901
32,24,1982
29,25,1845
30,25,1907
31,25,1870
32,25,1888
33,25,1927
34,25,1879
30,26,1862
31,26,1924
32,26,1876
33,26,1882
34,26,1870
35,26,1830
31,27,1937
32,27,1900
33,27,1862
34,27,1932
35,27,1963
36,27,1890
37,27,1861
38,27,1921
33,28,1919
34,28,1936
35,28,1882
36,28,1891
37,28,1896
38,28,1878
39,28,1826
40,28,1846
75,28,1884
76,28,1891
77,28,1898
35,29,1859
36,29,1850
37,29,1870
38,29,1828
39,29,1872
40,29,1876
41,29,1880
74,29,1927
75,29,1901
76,29,1895
77,29,1989
78,29,1875
79,29,1899
36,30,1856
37,30,1872
38,30,1893
39,30,1871
40,30,1846
41,30,1936
42,30,1856
43,30,1966
73,30,1870
74,30,1932
75,30,1872
76,30,1946
77,30,2013
78,30,2069
79,30,2041
80,30,1895
38,31,1912
39,31,1919
40,31,1907
41,31,1852
42,31,1884
43,31,1889
44,31,1908
73,31,1882
74,31,1901
75,31,1936
76,31,1925
77,31,2031
78,31,2047
79,31,1941
80,31,1964
81,31,1957
39,32,1874
40,32,1810
41,32,1861
42,32,1892
43,32,1821
44,32,1886
45,32,1900
63,32,1829
64,32,1823
73,32,1875
74,32,1890
75,32,1949
76,32,1868
77,32,1968
78,32,1994
79,32,2026
80,32,1919
81,32,1958
82,32,1958
83,32,1964
109,32,1834
40,33,1878
41,33,1891
42,33,1870
43,33,1939
44,33,1862
45,33,1930
46,33,1915
62,33,1953
63,33,1887
64,33,1863
65,33,2012
72,33,1907
73,33,1888
74,33,1896
75,33,1850
76,33,1854
77,33,1913
78,33,1929
79,33,1930
80,33,1942
81,33,1907
82,33,1936
83,33,1887
84,33,1912
85,33,2080
86,33,1897
87,33,1901
88,33,1956
89,33,1907
99,33,1944
100,33,2004
101,33,1970
102,33,1946
103,33,1968
104,33,2056
105,33,1879
106,33,1927
107,33,1967
108,33,1909
109,33,1918
110,33,1897
111,33,1923
41,34,1930
42,34,1941
43,34,1873
44,34,1906
45,34,1854
46,34,1847
47,34,1877
62,34,1998
63,34,1975
64,34,1881
65,34,1993
66,34,2051
67,34,1896
71,34,1873
72,34,1882
73,34,1893
74,34,1909
75,34,1871
76,34,1914
77,34,1952
78,34,1919
79,34,1929
80,34,1917
81,34,1909
82,34,1907
83,34,1858
84,34,1888
85,34,1954
86,34,2006
87,34,1991
88,34,1922
