X,Y,Value
55,161,2052
56,161,2095
57,161,2304
58,161,2511
59,161,2529
60,161,2513
61,161,2475
62,161,2442
63,161,2231
64,161,2153
65,161,2063
52,162,2003
53,162,1957
54,162,2096
55,162,2175
56,162,2519
57,162,2512
58,162,2879
59,162,3071
60,162,2864
61,162,2895
62,162,2686
63,162,2569
64,162,2554
65,162,2306
66,162,2257
67,162,2117
68,162,2136
69,162,2282
70,162,2537
71,162,2585
49,163,2009
50,163,2060
51,163,2088
52,163,2148
53,163,2086
54,163,2268
55,163,2640
56,163,2871
57,163,2942
58,163,3286
59,163,3198
60,163,3273
61,163,3073
62,163,3039
63,163,2747
64,163,2784
65,163,2732
66,163,2667
67,163,2586
68,163,2298
69,163,2445
70,163,2621
71,163,2668
72,163,2581
49,164,2075
50,164,2259
51,164,2135
52,164,2321
53,164,2256
54,164,2496
55,164,2823
56,164,3019
57,164,3365
58,164,3323
59,164,3322
60,164,3539
61,164,3239
62,164,3219
63,164,2867
64,164,2954
65,164,2968
66,164,2830
67,164,2696
68,164,2479
69,164,2548
70,164,2686
71,164,2680
72,164,2591
73,164,2438
91,164,2138
92,164,2250
93,164,2172
94,164,2104
49,165,2169
50,165,2308
51,165,2421
52,165,2345
53,165,2350
54,165,2489
55,165,2979
56,165,3175
57,165,3363
58,165,3455
59,165,3410
60,165,3237
61,165,3105
62,165,3039
63,165,2825
64,165,2865
65,165,2982
66,165,2816
67,165,2740
68,165,2627
69,165,2459
70,165,2601
71,165,2731
72,165,2692
73,165,2778
74,165,2607
75,165,2147
89,165,2072
90,165,2310
91,165,2606
92,165,2551
93,165,2509
94,165,2420
95,165,2188
50,166,2379
51,166,2525
52,166,2493
53,166,2446
54,166,2750
55,166,2826
56,166,3014
57,166,3065
58,166,3418
59,166,3337
60,166,3417
61,166,3134
62,166,2945
63,166,2911
64,166,2751
65,166,2977
66,166,2938
67,166,2904
68,166,2728
69,166,2668
70,166,2734
71,166,2714
72,166,2880
73,166,3027
74,166,2741
75,166,2526
76,166,2187
77,166,2180
89,166,2464
90,166,2712
91,166,3037
92,166,3082
93,166,3037
94,166,2736
95,166,2461
96,166,2274
97,166,2089
98,166,1981
99,166,2041
100,166,2021
101,166,2109
51,167,2433
52,167,2718
53,167,2618
54,167,2878
55,167,2945
56,167,2908
57,167,3301
58,167,3471
59,167,3072
60,167,3072
61,167,3123
62,167,3201
63,167,2922
64,167,2734
65,167,3146
66,167,2926
67,167,2765
68,167,3032
69,167,3021
70,167,2727
71,167,2927
72,167,2977
73,167,3311
74,167,2802
75,167,2673
76,167,2587
77,167,2780
78,167,2695
79,167,2682
80,167,2612
81,167,2395
82,167,2196
83,167,2050
84,167,2159
87,167,2315
88,167,2465
89,167,2644
90,167,3034
91,167,3342
92,167,3433
93,167,3192
94,167,3113
95,167,2685
96,167,2384
97,167,2436
98,167,2201
99,167,2061
100,167,2196
101,167,2173
102,167,2391
51,168,2371
52,168,2502
53,168,2491
54,168,2815
55,168,2978
56,168,3054
57,168,3300
58,168,3108
59,168,3217
60,168,3207
61,168,3028
62,168,3102
63,168,3120
64,168,2764
65,168,2841
66,168,3095
67,168,3053
68,168,3053
69,168,2914
70,168,2731
71,168,3018
72,168,3071
73,168,3132
74,168,3097
75,168,3119
76,168,3157
77,168,3150
78,168,3048
79,168,3104
80,168,2667
81,168,2569
82,168,2374
83,168,2308
84,168,2289
85,168,2253
86,168,2360
87,168,2405
88,168,2717
89,168,2770
90,168,3106
91,168,3265
92,168,3653
93,168,3136
94,168,3172
95,168,2855
96,168,2589
97,168,2833
98,168,2613
99,168,2483
100,168,2393
101,168,2497
102,168,2579
103,168,2417
52,169,2345
53,169,2397
54,169,2519
55,169,2575
56,169,2840
57,169,3008
58,169,3050
59,169,3071
60,169,3083
61,169,3121
62,169,2999
63,169,3026
64,169,2825
65,169,2598
66,169,2817
67,169,2898
68,169,2751
69,169,2670
70,169,2403
71,169,2531
72,169,2805
73,169,2995
74,169,3163
75,169,3285
76,169,3367
77,169,3226
78,169,3132
79,169,3133
80,169,3020
81,169,2750
82,169,2565
83,169,2591
84,169,2553
85,169,2486
86,169,2511
87,169,2589
88,169,2631
89,169,2874
90,169,3107
91,169,3131
92,169,3231
93,169,3076
94,169,3095
95,169,2922
96,169,3093
97,169,3175
98,169,3022
99,169,2881
100,169,2829
101,169,2922
102,169,2947
103,169,2678
104,169,2638
52,170,2082
53,170,2164
54,170,2067
55,170,2287
56,170,2334
57,170,2637
58,170,2630
59,170,2656
60,170,2611
61,170,2725
62,170,2888
63,170,2964
64,170,2913
65,170,2633
66,170,2622
67,170,2486
68,170,2335
69,170,2509
70,170,2205
71,170,2390
72,170,2544
73,170,3027
74,170,2879
75,170,3605
76,170,3300
77,170,3308
78,170,3186
79,170,3460
80,170,3137
81,170,2937
82,170,2802
83,170,2743
84,170,2709
85,170,2693
86,170,2727
87,170,2793
88,170,3031
89,170,2889
90,170,3191
91,170,3163
92,170,3162
93,170,3273
94,170,3098
95,170,2939
96,170,3131
97,170,3198
98,170,3173
99,170,2908
100,170,3142
101,170,3190
102,170,3290
103,170,2984
104,170,2634
105,170,2353
106,170,2209
53,171,1905
54,171,1932
55,171,2100
56,171,2007
57,171,2152
58,171,2175
59,171,2231
60,171,2252
61,171,2712
62,171,2927
63,171,2801
64,171,2982
65,171,2695
66,171,2649
67,171,2360
68,171,2120
69,171,2179
70,171,2282
71,171,2226
72,171,2721
73,171,2858
74,171,3220
75,171,3347
76,171,3374
77,171,3103
78,171,3486
79,171,3215
80,171,3217
81,171,3300
82,171,2871
83,171,2691
84,171,2866
85,171,2901
86,171,2901
87,171,2931
88,171,3174
89,171,2777
90,171,3227
91,171,2825
92,171,3000
93,171,2962
94,171,2976
95,171,2945
96,171,3019
97,171,3076
98,171,3137
99,171,2910
100,171,2848
101,171,3229
102,171,3052
103,171,3112
104,171,2637
105,171,2442
106,171,2384
107,171,2129
54,172,1926
55,172,1902
56,172,1869
57,172,1962
58,172,1893
59,172,2104
60,172,2219
61,172,2341
62,172,2846
63,172,2663
64,172,2766
65,172,2821
66,172,2287
67,172,2273
68,172,2069
69,172,2203
70,172,2208
71,172,2261
72,172,2521
73,172,3029
74,172,3145
75,172,3232
76,172,3444
77,172,3234
78,172,3336
79,172,3305
80,172,3422
81,172,3128
82,172,2851
83,172,2797
84,172,3140
85,172,3231
86,172,3132
87,172,3295
88,172,3288
89,172,3079
90,172,3069
91,172,2864
92,172,2712
93,172,2645
94,172,2846
95,172,2900
96,172,2877
97,172,3006
98,172,2946
99,172,2911
100,172,3184
101,172,3093
102,172,3461
103,172,3245
104,172,3022
105,172,2832
106,172,2410
107,172,2337
108,172,2120
53,173,2028
54,173,2033
55,173,1922
56,173,1977
57,173,1890
58,173,1953
59,173,1931
60,173,2129
61,173,2238
62,173,2549
63,173,2751
64,173,2745
65,173,2469
66,173,2085
67,173,2040
68,173,2064
69,173,2147
70,173,2083
71,173,2183
72,173,2499
73,173,2819
74,173,3086
75,173,3281
76,173,3225
77,173,3459
78,173,3543
79,173,3275
80,173,3274
81,173,3260
82,173,2835
83,173,2789
84,173,3042
85,173,3225
86,173,3281
87,173,3112
88,173,3494
89,173,3555
90,173,3253
91,173,2925
92,173,2408
93,173,2390
94,173,2508
95,173,2731
96,173,2717
97,173,2892
98,173,3039
99,173,2939
100,173,3087
101,173,3288
102,173,3178
103,173,3346
104,173,3261
105,173,2983
106,173,2816
107,173,2340
108,173,2310
109,173,2169
