X,Y,Value
133,45,3402
134,45,2426
135,45,2518
136,45,3401
137,45,3875
138,45,3087
139,45,2003
140,45,2208
141,45,2361
142,45,5128
143,45,4718
144,45,4037
145,45,3181
146,45,2910
147,45,3445
148,45,2809
149,45,3140
150,45,2586
130,46,2324
131,46,3775
132,46,3369
133,46,3031
134,46,2862
135,46,3750
136,46,5001
137,46,2955
138,46,4834
139,46,4060
140,46,5510
141,46,2398
142,46,4763
143,46,3683
144,46,2438
145,46,3111
146,46,4450
147,46,3399
148,46,2903
149,46,4022
150,46,3211
151,46,3083
152,46,4463
128,47,3418
129,47,4057
130,47,4163
131,47,2505
132,47,3665
133,47,3436
134,47,3046
135,47,3527
136,47,5614
137,47,3464
138,47,4759
139,47,3667
140,47,3683
141,47,2643
142,47,5490
143,47,4852
144,47,5095
145,47,2941
146,47,2928
147,47,3185
148,47,4584
149,47,4884
150,47,5278
151,47,2299
152,47,3311
153,47,3098
127,48,3092
128,48,4462
129,48,4044
130,48,3857
131,48,3493
132,48,4648
133,48,2932
134,48,2740
135,48,3010
136,48,3189
137,48,4065
138,48,2000
139,48,2632
140,48,3130
141,48,2540
142,48,2911
143,48,2377
144,48,3185
145,48,2721
146,48,2404
147,48,2482
148,48,3148
149,48,2997
150,48,2459
151,48,4018
152,48,3429
153,48,3114
154,48,3699
126,49,4350
127,49,3944
128,49,4014
129,49,5057
130,49,3850
131,49,5615
132,49,2600
133,49,3474
134,49,2831
135,49,3234
136,49,2215
137,49,2495
138,49,3571
139,49,1953
140,49,2987
141,49,3301
142,49,2511
143,49,3542
144,49,3184
145,49,2160
146,49,2429
147,49,2844
148,49,2124
149,49,3934
150,49,2015
151,49,3568
152,49,3423
153,49,2986
154,49,6357
155,49,2399
156,49,3901
124,50,3040
125,50,3988
126,50,2103
127,50,2589
128,50,3147
129,50,3781
130,50,6125
131,50,3688
132,50,3320
133,50,4059
134,50,3530
135,50,2542
136,50,3113
137,50,3411
138,50,3320
139,50,2185
140,50,2551
141,50,2323
142,50,3007
143,50,3449
144,50,1993
145,50,2275
146,50,2908
147,50,4352
148,50,1969
149,50,2539
150,50,3045
151,50,3356
152,50,2052
153,50,4864
154,50,3890
155,50,3282
156,50,2437
157,50,2880
123,51,2797
124,51,4576
125,51,3460
126,51,3058
127,51,3484
128,51,2666
129,51,5508
130,51,3176
131,51,2790
132,51,3918
133,51,2883
134,51,2209
135,51,3099
136,51,3269
137,51,3402
138,51,2799
139,51,3364
140,51,2535
141,51,2149
142,51,3596
143,51,3449
144,51,2793
145,51,2492
146,51,2840
147,51,3212
148,51,3238
149,51,2543
150,51,4776
151,51,2533
152,51,3081
153,51,2394
154,51,3075
155,51,3370
156,51,2465
157,51,2861
158,51,2382
122,52,2889
123,52,2857
124,52,4453
125,52,3386
126,52,2511
127,52,3717
128,52,3032
129,52,4572
130,52,3106
131,52,2695
132,52,3468
133,52,3437
134,52,3503
135,52,2789
136,52,1644
137,52,3539
138,52,2956
139,52,2949
140,52,2666
141,52,2544
142,52,1907
143,52,2313
144,52,2511
145,52,3092
146,52,2662
147,52,2072
148,52,1878
149,52,3586
150,52,2358
